id,chain,offer,market,repeattrips,repeater,offerdate
49613173,4,1200581,1,0,f,2013-04-06
49806426,88,1200581,14,0,f,2013-03-30
49817353,17,1197502,4,0,f,2013-04-21
49914843,3,1197502,2,0,f,2013-04-03
50380832,15,1197502,9,0,f,2013-04-02
50411403,18,1197502,11,1,t,2013-04-07
50622160,18,1197502,11,0,f,2013-03-31
50808053,3,1197502,2,0,f,2013-04-02
50865818,15,1197502,9,0,f,2013-03-26
50869828,17,1197502,4,0,f,2013-04-18
51099044,4,1197502,1,0,f,2013-04-19
51122746,14,1197502,8,0,f,2013-03-26
51150009,4,1197502,1,0,f,2013-03-25
51441524,4,1197502,1,0,f,2013-03-30
51531106,15,1197502,9,0,f,2013-03-27
52503923,15,1204821,9,0,f,2013-04-02
52566892,17,1200581,4,0,f,2013-03-30
52598384,88,1197502,14,1,t,2013-03-25
52732914,18,1197502,11,0,f,2013-03-28
52933935,18,1197502,11,0,f,2013-04-09
53002206,14,1197502,8,0,f,2013-03-25
53024321,18,1197502,11,3,t,2013-04-18
53042409,15,1197502,9,0,f,2013-03-30
53066499,4,1197502,1,1,t,2013-03-28
53078911,95,1200581,39,0,f,2013-04-01
53250970,15,1204576,9,1,t,2013-04-18
53391520,4,1197502,1,0,f,2013-03-28
53421384,4,1197502,1,0,f,2013-03-31
53994426,20,1197502,7,0,f,2013-03-28
54108377,88,1197502,14,0,f,2013-04-05
54196583,17,1200582,4,0,f,2013-04-17
54625209,4,1208251,1,0,f,2013-04-23
54825809,95,1197502,39,0,f,2013-03-31
55253605,15,1197502,9,0,f,2013-03-26
55431649,17,1197502,4,0,f,2013-03-26
55488429,4,1197502,1,0,f,2013-04-03
55882738,4,1208251,1,1,t,2013-04-23
56118474,15,1204821,9,0,f,2013-04-09
56554319,14,1197502,8,1,t,2013-03-29
56912376,18,1197502,11,0,f,2013-03-25
56939637,4,1200582,1,0,f,2013-04-01
57086094,15,1204821,9,0,f,2013-04-14
57132131,15,1208251,9,0,f,2013-04-23
57337945,88,1197502,14,0,f,2013-03-25
57414874,18,1197502,11,0,f,2013-03-26
57465732,14,1197502,8,0,f,2013-03-25
57530684,18,1197502,11,0,f,2013-03-25
57608943,15,1197502,9,0,f,2013-03-29
57674291,15,1197502,9,0,f,2013-03-28
57719559,15,1197502,9,1,t,2013-03-27
57850102,17,1197502,4,1,t,2013-03-25
57973513,4,1197502,1,0,f,2013-03-27
58099874,88,1197502,14,1,t,2013-03-25
58121773,15,1197502,9,0,f,2013-03-27
58125841,15,1197502,9,0,f,2013-04-07
58487625,88,1197502,14,0,f,2013-03-29
58520187,4,1197502,1,1,t,2013-03-25
58544414,15,1200581,9,0,f,2013-04-01
58574978,20,1197502,7,0,f,2013-03-25
58762517,18,1204576,11,2,t,2013-04-05
59065372,20,1197502,7,0,f,2013-03-26
59067761,95,1204822,39,0,f,2013-04-19
59192576,88,1197502,14,0,f,2013-04-02
59474603,15,1197502,9,0,f,2013-03-26
59585609,18,1197502,11,0,f,2013-04-24
59816528,14,1204576,8,3,t,2013-04-04
60332240,15,1197502,9,0,f,2013-03-27
60456293,18,1197502,11,0,f,2013-03-25
60619909,15,1197502,9,0,f,2013-03-28
60766698,4,1197502,1,1,t,2013-04-01
60788872,14,1197502,8,0,f,2013-03-28
61031248,95,1197502,39,0,f,2013-04-03
61274786,4,1200581,1,0,f,2013-04-09
61819046,15,1197502,9,0,f,2013-03-28
62231359,88,1208251,14,0,f,2013-04-26
62396175,3,1197502,2,0,f,2013-03-25
62400998,20,1208251,7,1,t,2013-04-25
62471255,14,1208251,8,1,t,2013-04-23
62518933,18,1197502,11,0,f,2013-03-30
62707639,18,1200581,11,0,f,2013-03-30
62803931,4,1197502,1,0,f,2013-03-30
63097103,20,1204822,7,0,f,2013-04-04
63340358,95,1197502,39,0,f,2013-03-25
63422872,4,1197502,1,0,f,2013-03-31
63883643,18,1197502,11,0,f,2013-04-01
63904880,3,1208252,2,0,f,2013-04-23
63949570,15,1197502,9,0,f,2013-03-26
64086470,17,1197502,4,0,f,2013-03-30
64160330,17,1208252,4,0,f,2013-04-23
64288458,4,1197502,1,0,f,2013-03-25
64324753,17,1197502,4,0,f,2013-03-26
64585626,18,1208252,11,0,f,2013-04-23
64778099,15,1200581,9,0,f,2013-03-31
65519775,17,1208251,4,0,f,2013-04-28
65550743,18,1197502,11,0,f,2013-04-22
65594165,95,1197502,39,1,t,2013-03-27
65599099,4,1197502,1,0,f,2013-04-06
65923948,15,1197502,9,1,t,2013-03-25
66507967,88,1197502,14,0,f,2013-03-25
66986222,4,1197502,1,0,f,2013-04-21
67209680,15,1197502,9,0,f,2013-04-01
67274959,20,1204821,7,0,f,2013-04-01
67317718,15,1197502,9,0,f,2013-03-29
67574740,95,1197502,39,0,f,2013-03-26
67619205,4,1197502,1,0,f,2013-03-26
67660532,15,1200581,9,0,f,2013-03-31
67852785,15,1204576,9,0,f,2013-04-07
67957375,14,1204576,8,0,f,2013-04-06
68076539,4,1208251,1,0,f,2013-04-23
68405887,95,1197502,39,0,f,2013-03-25
68451850,4,1204576,1,0,f,2013-04-07
68468663,14,1204576,8,0,f,2013-04-06
68553518,17,1197502,4,0,f,2013-03-26
68553874,17,1204576,4,0,f,2013-04-23
68619204,15,1208252,9,0,f,2013-04-23
68734411,15,1197502,9,0,f,2013-03-30
68886117,18,1204821,11,0,f,2013-04-03
68903050,20,1197502,7,1,t,2013-03-29
69233695,20,1197502,7,0,f,2013-03-26
69355551,4,1197502,1,0,f,2013-03-26
69666042,15,1208251,9,6,t,2013-04-24
69727908,88,1204576,14,0,f,2013-04-04
69802491,88,1197502,14,0,f,2013-03-29
69900479,88,1197502,14,0,f,2013-03-27
70163937,17,1197502,4,1,t,2013-03-28
70217582,15,1204822,9,0,f,2013-04-23
70302821,20,1197502,7,0,f,2013-03-25
70312933,4,1197502,1,0,f,2013-03-27
70401965,88,1197502,14,0,f,2013-03-25
70623585,15,1197502,9,1,t,2013-03-27
70692138,95,1197502,39,0,f,2013-03-25
71054734,88,1197502,14,2,t,2013-04-19
71322589,88,1197502,14,0,f,2013-03-26
71378695,4,1197502,1,0,f,2013-03-26
71719354,88,1208251,14,0,f,2013-04-23
72013530,17,1197502,4,0,f,2013-04-03
72251692,15,1204822,9,0,f,2013-04-12
72495512,17,1197502,4,0,f,2013-04-08
72587201,15,1197502,9,0,f,2013-03-28
72600846,15,1208251,9,0,f,2013-04-24
72954514,17,1197502,4,0,f,2013-04-02
73121994,4,1197502,1,0,f,2013-03-26
73222886,18,1197502,11,0,f,2013-03-26
73238650,17,1197502,4,0,f,2013-04-21
73325479,95,1197502,39,0,f,2013-03-25
73327812,88,1197502,14,0,f,2013-03-28
73327813,15,1197502,9,4,t,2013-03-25
73410200,15,1197502,9,0,f,2013-04-01
73552673,15,1204576,9,0,f,2013-04-06
73606559,15,1204576,9,1,t,2013-04-04
73719666,3,1208251,2,0,f,2013-04-28
73891863,88,1208251,14,0,f,2013-04-27
74059460,4,1197502,1,0,f,2013-03-27
74332465,20,1197502,7,0,f,2013-03-26
74469519,15,1197502,9,1,t,2013-03-27
75006613,4,1197502,1,0,f,2013-03-26
75032259,15,1204576,9,0,f,2013-04-05
75051515,4,1197502,1,0,f,2013-03-29
75088826,4,1204576,1,0,f,2013-04-07
75144651,4,1208251,1,1,t,2013-04-27
75251925,14,1197502,8,0,f,2013-03-26
75547491,3,1197502,2,0,f,2013-03-26
75562862,4,1208251,1,1,t,2013-04-23
75682991,4,1208251,1,0,f,2013-04-26
75697857,4,1197502,1,1,t,2013-03-28
75902494,4,1197502,1,0,f,2013-03-25
76029192,95,1197502,39,3,t,2013-03-25
76053542,4,1197502,1,0,f,2013-03-27
76210273,3,1200581,2,4,t,2013-04-11
76212982,15,1197502,9,1,t,2013-03-26
76422259,17,1208251,4,2,t,2013-04-26
76810402,20,1197502,7,5,t,2013-03-28
76957383,17,1204576,4,0,f,2013-04-07
77057322,15,1197502,9,0,f,2013-03-27
77202444,14,1197502,8,0,f,2013-03-28
77225308,15,1204821,9,1,t,2013-04-19
77250071,18,1197502,11,0,f,2013-04-22
77270297,17,1208252,4,1,t,2013-04-25
77478019,4,1197502,1,1,t,2013-03-28
77660546,14,1197502,8,0,f,2013-03-30
77706058,4,1197502,1,1,t,2013-03-25
77734788,4,1197502,1,1,t,2013-03-25
77760889,14,1204576,8,0,f,2013-04-06
77801039,4,1197502,1,0,f,2013-04-17
77989055,88,1197502,14,0,f,2013-03-25
77998305,18,1197502,11,1,t,2013-03-25
78011710,20,1197502,7,0,f,2013-03-29
78038363,18,1197502,11,0,f,2013-03-30
78093985,20,1197502,7,0,f,2013-03-25
78493420,4,1197502,1,0,f,2013-03-25
78533743,88,1197502,14,0,f,2013-03-29
78584042,15,1204821,9,0,f,2013-04-05
78682016,15,1197502,9,0,f,2013-03-28
78774376,15,1197502,9,0,f,2013-03-25
78811334,15,1204576,9,0,f,2013-04-04
78828559,17,1197502,4,0,f,2013-03-28
78851124,18,1197502,11,1,t,2013-03-27
79022865,15,1197502,9,0,f,2013-03-26
79082239,15,1197502,9,0,f,2013-04-01
79296732,15,1197502,9,0,f,2013-03-31
79842864,18,1197502,11,0,f,2013-04-16
79878358,18,1208251,11,2,t,2013-04-23
79920713,17,1197502,4,0,f,2013-03-29
80065065,18,1200582,11,0,f,2013-04-04
80066853,18,1204821,11,0,f,2013-04-22
80270619,17,1197502,4,0,f,2013-03-28
80503859,18,1197502,11,0,f,2013-03-29
80511118,15,1197502,9,0,f,2013-04-19
80786289,15,1197502,9,0,f,2013-03-30
80812040,4,1208251,1,1,t,2013-04-24
81127950,4,1197502,1,0,f,2013-03-25
81280152,20,1208252,7,1,t,2013-04-29
82599973,15,1204821,9,0,f,2013-04-12
82616656,15,1197502,9,0,f,2013-03-27
82691007,15,1197502,9,0,f,2013-03-27
82704044,15,1197502,9,0,f,2013-03-25
82723973,15,1197502,9,1,t,2013-03-26
82765230,4,1197502,1,0,f,2013-03-29
82779026,95,1197502,39,0,f,2013-03-25
82794063,4,1204576,1,4,t,2013-04-21
83288376,4,1208251,1,2,t,2013-04-25
83293219,3,1208251,2,1,t,2013-04-24
83312233,3,1197502,2,2,t,2013-03-29
83346475,4,1197502,1,0,f,2013-03-25
83403945,4,1208251,1,2,t,2013-04-29
83512653,88,1197502,14,1,t,2013-03-27
83741316,95,1197502,39,2,t,2013-03-27
83756976,95,1197502,39,0,f,2013-03-26
83806440,4,1200582,1,1,t,2013-04-01
83868868,95,1197502,39,0,f,2013-03-26
83961677,15,1204576,9,0,f,2013-04-06
84214407,18,1197502,11,0,f,2013-03-26
84251640,15,1197502,9,2,t,2013-03-29
84290725,15,1197502,9,0,f,2013-03-29
84366538,14,1197502,8,1,t,2013-03-28
84546911,14,1197502,8,0,f,2013-04-01
84622907,15,1197502,9,0,f,2013-04-06
84736190,17,1197502,4,0,f,2013-04-17
84937280,15,1208251,9,1,t,2013-04-23
85167394,18,1197502,11,0,f,2013-03-26
85287702,15,1197502,9,0,f,2013-03-26
85393359,95,1197502,39,0,f,2013-03-26
85667880,17,1197502,4,0,f,2013-03-28
85811085,17,1200581,4,0,f,2013-03-30
86154247,4,1197502,1,1,t,2013-03-25
86467278,4,1200581,1,0,f,2013-04-02
86528154,88,1200581,14,0,f,2013-03-30
86650559,4,1197502,1,1,t,2013-03-28
86954719,18,1197502,11,0,f,2013-03-28
86990589,17,1200988,4,0,f,2013-03-25
86991152,15,1197502,9,0,f,2013-04-21
86995220,17,1197502,4,0,f,2013-03-25
87011416,88,1204576,14,0,f,2013-04-06
87030734,88,1208251,14,0,f,2013-04-24
87132362,20,1197502,7,1,t,2013-03-25
87277803,15,1208251,9,1,t,2013-04-23
87278931,15,1197502,9,0,f,2013-03-25
87542139,18,1197502,11,0,f,2013-03-25
87979812,3,1197502,2,0,f,2013-03-29
87988583,4,1204576,1,0,f,2013-04-04
88081145,20,1197502,7,0,f,2013-04-01
88100026,95,1197502,39,0,f,2013-03-26
88197317,17,1197502,4,0,f,2013-03-27
88330358,88,1197502,14,0,f,2013-04-02
88385472,4,1208251,1,0,f,2013-04-23
88780802,20,1197502,7,0,f,2013-04-09
88798493,88,1200988,14,0,f,2013-03-17
88852308,88,1197502,14,0,f,2013-03-29
88859651,3,1197502,2,1,t,2013-04-01
88947105,18,1197502,11,0,f,2013-03-28
89021473,15,1197502,9,0,f,2013-03-26
89121969,20,1197502,7,1,t,2013-03-25
89122689,4,1197502,1,1,t,2013-03-26
89319101,14,1208252,8,0,f,2013-04-29
89332055,17,1200581,4,0,f,2013-03-30
89335145,4,1204576,1,0,f,2013-04-07
89508961,4,1197502,1,0,f,2013-04-07
89549222,15,1197502,9,0,f,2013-03-26
89594685,15,1208251,9,0,f,2013-04-25
90300011,15,1197502,9,0,f,2013-03-26
90435395,15,1197502,9,1,t,2013-03-25
90459912,18,1197502,11,0,f,2013-03-30
90520885,18,1197502,11,0,f,2013-03-25
90548180,14,1208251,8,2,t,2013-04-23
90587177,14,1208251,8,1,t,2013-04-26
90675707,95,1197502,39,0,f,2013-03-26
90732345,4,1197502,1,0,f,2013-03-29
90744384,18,1197502,11,0,f,2013-03-26
90887963,4,1200581,1,0,f,2013-03-30
91365072,18,1200582,11,0,f,2013-04-01
91452911,3,1197502,2,0,f,2013-04-04
91532519,3,1197502,2,0,f,2013-03-26
91550080,15,1204822,9,1,t,2013-04-05
91595859,18,1197502,11,0,f,2013-03-25
91662030,3,1200581,2,0,f,2013-03-31
91858772,4,1197502,1,0,f,2013-03-27
91998805,20,1208251,7,2,t,2013-04-26
92083732,4,1208251,1,1,t,2013-04-30
92194630,3,1208251,2,0,f,2013-04-26
92248581,95,1197502,39,0,f,2013-03-26
92736314,14,1208252,8,2,t,2013-04-25
92889445,20,1197502,7,0,f,2013-03-30
93512574,4,1204576,1,0,f,2013-04-04
93737740,15,1197502,9,0,f,2013-04-06
94315295,14,1197502,8,0,f,2013-03-29
94732389,20,1197502,7,0,f,2013-03-30
94877636,17,1208251,4,0,f,2013-04-28
95138078,14,1197502,8,0,f,2013-03-25
95268323,95,1197502,39,1,t,2013-03-26
95293170,4,1197502,1,0,f,2013-03-31
95670777,14,1197502,8,0,f,2013-04-19
95721843,14,1197502,8,0,f,2013-03-25
95890860,15,1197502,9,0,f,2013-03-25
95990981,4,1197502,1,0,f,2013-03-31
96001726,14,1197502,8,1,t,2013-04-01
96203375,4,1197502,1,1,t,2013-03-29
96281025,18,1197502,11,0,f,2013-03-30
96401350,20,1197502,7,0,f,2013-03-25
96487967,95,1197502,39,1,t,2013-03-31
96689034,4,1208251,1,0,f,2013-04-23
96694287,4,1197502,1,0,f,2013-04-06
96695996,17,1200581,4,0,f,2013-04-07
96703041,18,1204821,11,0,f,2013-04-19
96705509,95,1208251,39,0,f,2013-04-28
96753577,18,1208251,11,0,f,2013-04-26
96787408,14,1197502,8,0,f,2013-03-29
96791189,14,1197502,8,0,f,2013-04-18
96798619,15,1208251,9,0,f,2013-04-24
96798901,3,1197502,2,1,t,2013-03-31
96862813,95,1197502,39,0,f,2013-03-25
96910683,15,1197502,9,1,t,2013-03-25
96915406,14,1197502,8,0,f,2013-03-31
96925373,20,1197502,7,0,f,2013-03-25
96948714,18,1197502,11,0,f,2013-03-26
96955164,15,1197502,9,0,f,2013-04-25
97014747,15,1197502,9,2,t,2013-03-25
97030643,95,1197502,39,0,f,2013-03-26
97065108,14,1197502,8,2,t,2013-03-29
97069364,15,1197502,9,0,f,2013-04-04
97072775,17,1204576,4,0,f,2013-04-04
97099738,15,1197502,9,0,f,2013-03-27
97115483,4,1197502,1,0,f,2013-03-27
97132104,18,1208251,11,0,f,2013-04-23
97138046,14,1200582,8,2,t,2013-04-02
97167859,4,1197502,1,1,t,2013-04-02
97177041,17,1197502,4,0,f,2013-03-26
97186684,3,1200581,2,0,f,2013-04-01
97201274,15,1197502,9,0,f,2013-03-26
97207695,18,1208251,11,0,f,2013-04-28
97207883,4,1208251,1,1,t,2013-04-23
97234456,15,1197502,9,0,f,2013-04-16
97252136,3,1197502,2,3,t,2013-03-26
97272067,20,1197502,7,0,f,2013-04-02
97286086,4,1208251,1,0,f,2013-04-27
97293086,4,1197502,1,2,t,2013-03-25
97294396,17,1204576,4,0,f,2013-04-05
97319874,14,1197502,8,0,f,2013-03-27
97403048,18,1197502,11,0,f,2013-03-28
97448121,15,1197502,9,0,f,2013-03-25
97466869,18,1197502,11,0,f,2013-03-26
97482367,15,1197502,9,0,f,2013-03-28
97495805,18,1197502,11,2,t,2013-03-31
97508741,15,1197502,9,1,t,2013-03-28
97524505,15,1197502,9,0,f,2013-04-02
97545130,15,1200988,9,0,f,2013-03-26
97549936,14,1197502,8,0,f,2013-04-01
97563244,14,1197502,8,0,f,2013-03-26
97569740,4,1208251,1,0,f,2013-04-26
97574851,17,1200582,4,0,f,2013-03-30
97588414,18,1204822,11,0,f,2013-04-17
97590292,14,1200581,8,0,f,2013-04-02
97603715,15,1197502,9,1,t,2013-04-17
97657346,88,1208251,14,0,f,2013-04-27
97682960,15,1208251,9,0,f,2013-04-28
97684130,20,1197502,7,1,t,2013-03-25
97698632,18,1208252,11,1,t,2013-04-25
97737931,15,1197502,9,0,f,2013-04-18
97751353,15,1204576,9,0,f,2013-04-25
97763238,4,1197502,1,0,f,2013-03-26
97795325,3,1204576,2,2,t,2013-04-04
97822056,14,1204576,8,0,f,2013-04-04
97962872,4,1197502,1,0,f,2013-04-08
97974482,18,1208251,11,1,t,2013-04-23
97984848,88,1204576,14,0,f,2013-04-04
97988427,17,1200581,4,0,f,2013-03-31
98071990,3,1197502,2,0,f,2013-04-01
98075215,4,1197502,1,0,f,2013-03-28
98081525,15,1197502,9,0,f,2013-04-02
98101226,88,1197502,14,1,t,2013-03-27
98104435,4,1197502,1,0,f,2013-03-27
98104751,20,1197502,7,0,f,2013-03-27
98106094,4,1197502,1,0,f,2013-04-17
98115925,88,1197502,14,0,f,2013-03-26
98180860,15,1197502,9,0,f,2013-03-25
98189125,17,1197502,4,0,f,2013-04-07
98202210,15,1197502,9,0,f,2013-03-26
98204879,4,1204576,1,0,f,2013-04-07
98206846,4,1208251,1,3,t,2013-04-23
98207874,4,1197502,1,1,t,2013-03-26
98219529,15,1197502,9,0,f,2013-03-26
98249565,20,1197502,7,0,f,2013-03-27
98250861,15,1197502,9,0,f,2013-04-02
98254972,15,1197502,9,0,f,2013-04-17
98265099,14,1208251,8,0,f,2013-04-23
98272111,3,1197502,2,0,f,2013-04-19
98280071,15,1208251,9,0,f,2013-04-26
98292528,15,1204821,9,0,f,2013-04-24
98313447,18,1197502,11,0,f,2013-03-26
98319236,17,1200581,4,0,f,2013-03-30
98330529,15,1197502,9,1,t,2013-04-01
98377774,20,1208251,7,1,t,2013-04-24
98395229,15,1197502,9,0,f,2013-03-27
98408607,15,1197502,9,0,f,2013-03-28
98411638,20,1197502,7,0,f,2013-04-18
98416819,17,1197502,4,0,f,2013-03-25
98422094,17,1197502,4,0,f,2013-03-27
98432209,14,1197502,8,0,f,2013-03-26
98440819,4,1197502,1,0,f,2013-04-21
98447256,17,1197502,4,0,f,2013-04-20
98453496,17,1197502,4,0,f,2013-03-27
98483399,15,1208251,9,0,f,2013-04-23
98496966,18,1197502,11,0,f,2013-04-01
98499811,17,1197502,4,0,f,2013-04-05
98500404,20,1200581,7,0,f,2013-03-30
98501271,15,1204822,9,0,f,2013-04-20
98507509,17,1197502,4,0,f,2013-04-07
98514496,15,1208251,9,0,f,2013-04-23
98540232,95,1197502,39,0,f,2013-03-29
98543680,15,1197502,9,0,f,2013-03-25
98576426,95,1197502,39,0,f,2013-03-30
98664889,95,1197502,39,0,f,2013-03-25
98680391,88,1204576,14,0,f,2013-04-04
98688319,88,1208251,14,0,f,2013-04-24
98736485,4,1204576,1,0,f,2013-04-07
98750512,15,1197502,9,0,f,2013-03-27
98765747,88,1200582,14,0,f,2013-04-08
98776344,4,1197502,1,0,f,2013-03-25
98789280,15,1208251,9,0,f,2013-04-27
98841084,17,1197502,4,0,f,2013-04-08
98864144,15,1197502,9,0,f,2013-04-16
98870517,14,1197502,8,0,f,2013-03-31
98883158,15,1197502,9,0,f,2013-03-26
98887409,4,1204576,1,0,f,2013-04-06
98913505,18,1197502,11,0,f,2013-03-26
98948079,4,1200581,1,0,f,2013-03-30
98970269,4,1208251,1,0,f,2013-04-25
98977997,18,1197502,11,1,t,2013-03-25
98991892,88,1197502,14,0,f,2013-03-25
99027930,88,1197502,14,0,f,2013-03-25
99048766,18,1197502,11,0,f,2013-03-26
99056131,95,1204821,39,0,f,2013-04-17
99056555,18,1197502,11,1,t,2013-03-29
99066247,95,1197502,39,0,f,2013-04-06
99069701,20,1197502,7,0,f,2013-03-30
99088826,4,1197502,1,1,t,2013-04-03
99113586,15,1197502,9,0,f,2013-03-27
99128004,17,1204576,4,0,f,2013-04-06
99136154,18,1204822,11,0,f,2013-04-19
99151280,14,1197502,8,1,t,2013-03-26
99155110,4,1197502,1,1,t,2013-03-27
99185180,15,1197502,9,0,f,2013-03-30
99195309,95,1200581,39,0,f,2013-04-10
99196847,4,1197502,1,1,t,2013-04-01
99205395,20,1197502,7,1,t,2013-03-30
99207287,15,1197502,9,2,t,2013-04-06
99228166,15,1197502,9,1,t,2013-03-29
99258138,4,1208251,1,2,t,2013-04-25
99268154,4,1204576,1,0,f,2013-04-05
99302327,20,1197502,7,0,f,2013-03-25
99335562,15,1197502,9,1,t,2013-04-06
99338226,20,1197502,7,1,t,2013-03-25
99341178,20,1197502,7,0,f,2013-03-25
99349386,17,1204576,4,0,f,2013-04-06
99355197,18,1197502,11,0,f,2013-04-02
99364271,15,1197502,9,0,f,2013-03-30
99377893,15,1197502,9,0,f,2013-03-30
99411486,18,1197502,11,0,f,2013-03-26
99416039,4,1197502,1,0,f,2013-03-29
99418677,15,1197502,9,0,f,2013-04-20
99425963,17,1197502,4,1,t,2013-03-26
99436424,17,1197502,4,1,t,2013-03-29
99451951,15,1204821,9,0,f,2013-04-06
99477625,18,1197502,11,0,f,2013-03-28
99481184,15,1197502,9,0,f,2013-03-27
99501505,18,1197502,11,0,f,2013-04-18
99509388,17,1197502,4,0,f,2013-03-29
99510365,18,1197502,11,0,f,2013-03-27
99523112,15,1197502,9,1,t,2013-04-01
99537521,17,1197502,4,1,t,2013-03-28
99539357,4,1197502,1,0,f,2013-03-30
99544578,15,1197502,9,0,f,2013-03-28
99549229,88,1197502,14,0,f,2013-03-26
99551842,15,1200581,9,0,f,2013-04-01
99572156,14,1197502,8,0,f,2013-03-25
99580828,18,1197502,11,0,f,2013-04-07
99584571,20,1197502,7,0,f,2013-04-02
99603641,15,1204576,9,0,f,2013-04-06
99642431,15,1197502,9,0,f,2013-03-25
99644579,17,1197502,4,0,f,2013-03-25
99646230,15,1197502,9,1,t,2013-03-29
99646260,4,1208251,1,3,t,2013-04-23
99673095,18,1197502,11,0,f,2013-03-27
99673798,15,1204821,9,0,f,2013-04-02
99730812,95,1197502,39,0,f,2013-03-27
99735795,17,1200581,4,0,f,2013-03-31
99749966,15,1200582,9,0,f,2013-04-02
99752866,14,1197502,8,0,f,2013-03-28
99780431,15,1197502,9,0,f,2013-03-27
99782855,95,1197502,39,0,f,2013-03-28
99790764,20,1200581,7,0,f,2013-04-05
99803120,17,1197502,4,0,f,2013-04-05
99814147,4,1197502,1,0,f,2013-03-28
99832583,15,1204822,9,0,f,2013-04-03
99859747,14,1197502,8,1,t,2013-03-29
99865610,4,1200581,1,1,t,2013-03-29
99909413,14,1197502,8,0,f,2013-04-05
99917338,14,1200582,8,0,f,2013-04-02
99920806,3,1197502,2,0,f,2013-04-01
99922755,15,1204576,9,0,f,2013-04-04
99926227,14,1197502,8,0,f,2013-03-28
99989872,15,1197502,9,0,f,2013-04-03
100007447,15,1208251,9,1,t,2013-04-24
100012115,3,1208251,2,1,t,2013-04-23
100017875,3,1200581,2,0,f,2013-03-31
100033247,18,1200581,11,0,f,2013-03-30
100043455,20,1197502,7,0,f,2013-03-26
100051423,4,1197502,1,0,f,2013-03-26
100053952,15,1204821,9,0,f,2013-04-17
100072053,88,1197502,14,0,f,2013-04-07
100084808,20,1197502,7,0,f,2013-03-26
100166617,17,1197502,4,0,f,2013-03-27
