id,chain,offer,market,offerdate
21323129,4,1219903,1,2013-06-28
21420965,15,1221665,9,2013-06-23
21489091,17,1221663,4,2013-06-20
21690320,4,1190530,1,2013-05-14
21774908,14,1221663,8,2013-06-24
21862750,15,1221663,9,2013-06-24
21873377,14,1221663,8,2013-06-27
22018852,88,1203439,14,2013-05-11
22149847,18,1221658,11,2013-06-20
22199203,88,1221666,14,2013-06-20
22221380,95,1213242,39,2013-05-20
22231751,88,1219900,14,2013-06-28
22326006,18,1221658,11,2013-06-25
22496007,17,1221658,4,2013-06-20
22560643,18,1221663,11,2013-06-21
22587434,18,1213242,11,2013-06-14
22644300,18,1230218,11,2013-07-24
22735677,18,1200581,11,2013-05-31
22745038,18,1219903,11,2013-06-28
22806689,18,1213242,11,2013-05-22
23011309,18,1221663,11,2013-06-20
23194432,18,1213242,11,2013-05-21
23194614,15,1200581,9,2013-05-29
23211846,15,1221658,9,2013-06-22
23340837,18,1213242,11,2013-05-21
23480814,17,1221663,4,2013-06-23
23727805,88,1230218,14,2013-07-27
23763655,3,1221658,2,2013-06-20
23972718,18,1213242,11,2013-05-20
24032560,18,1230218,11,2013-07-24
24120930,88,1219903,14,2013-07-09
42937475,58,1221658,28,2013-06-24
48386542,17,1221663,4,2013-06-23
48532593,20,1219900,7,2013-06-30
48605649,17,1221663,4,2013-06-29
48747840,14,1221658,8,2013-06-21
49182915,88,1203439,14,2013-05-11
49204603,95,1219903,39,2013-06-30
49240577,18,1203439,11,2013-05-11
49332997,14,1230218,8,2013-07-26
49522674,95,1221663,39,2013-06-21
49591669,20,1219903,7,2013-06-28
49710372,20,1221663,7,2013-06-23
50006012,88,1219903,14,2013-07-03
50050726,18,1213242,11,2013-05-21
50066863,18,1213242,11,2013-05-23
50173943,18,1221658,11,2013-06-21
50246742,20,1221663,7,2013-06-26
50288900,88,1230218,14,2013-07-24
50545000,15,1221658,9,2013-06-20
50635466,3,1230218,2,2013-07-25
50677951,15,1190530,9,2013-05-08
50786785,20,1221663,7,2013-06-23
50791864,88,1230218,14,2013-07-26
50828137,15,1221658,9,2013-06-20
51053733,95,1213242,39,2013-06-15
51328832,88,1230218,14,2013-07-28
51349274,20,1230218,7,2013-07-24
51377848,15,1221658,9,2013-06-25
51388399,4,1221665,1,2013-06-21
51472749,17,1221663,4,2013-06-20
51804381,17,1203439,4,2013-05-11
51868456,20,1203439,7,2013-05-13
52015552,18,1221658,11,2013-06-22
52113271,17,1221663,4,2013-06-27
52328342,3,1221663,2,2013-06-20
52387756,20,1221658,7,2013-06-21
52584180,18,1221663,11,2013-06-22
52590015,14,1221663,8,2013-06-21
52770204,15,1221663,9,2013-06-21
52795289,3,1230218,2,2013-07-25
52942577,4,1200582,1,2013-06-03
53041103,20,1219903,7,2013-06-30
53098486,18,1213242,11,2013-06-21
53120801,18,1221663,11,2013-06-20
53257670,18,1221663,11,2013-06-22
53280850,17,1230218,4,2013-07-24
53404104,20,1221663,7,2013-06-23
53593836,18,1213242,11,2013-05-24
53638549,18,1213242,11,2013-05-21
53724690,17,1221658,4,2013-06-20
53879707,18,1219903,11,2013-06-28
53885141,4,1221666,1,2013-06-24
53899367,15,1203439,9,2013-05-12
54001770,95,1213242,39,2013-05-21
54174570,15,1221658,9,2013-06-23
54181077,4,1221667,1,2013-06-21
54244565,18,1203439,11,2013-05-14
54371887,95,1221658,39,2013-06-22
54382575,18,1213242,11,2013-05-25
54396440,18,1213242,11,2013-05-22
54536172,88,1221665,14,2013-06-29
54590006,15,1219903,9,2013-06-29
54612729,17,1230218,4,2013-07-27
54675558,18,1230218,11,2013-07-24
54678988,18,1221663,11,2013-06-21
54706842,18,1203439,11,2013-05-11
54786312,15,1221663,9,2013-06-20
54877654,15,1221658,9,2013-06-21
54887182,18,1213242,11,2013-05-21
54888166,95,1213242,39,2013-05-20
55054099,95,1213242,39,2013-05-27
55224643,15,1221665,9,2013-06-27
55233603,20,1219903,7,2013-06-29
55304581,14,1221663,8,2013-06-23
55308708,20,1230218,7,2013-07-26
55319724,95,1221663,39,2013-06-26
55489245,4,1221665,1,2013-06-27
55495293,4,1221663,1,2013-06-25
55640032,3,1221658,2,2013-06-21
55701436,17,1221663,4,2013-06-20
55710392,4,1221665,1,2013-06-25
55712353,18,1213242,11,2013-05-25
55724905,17,1230218,4,2013-07-24
55810929,88,1230218,14,2013-07-28
55901143,4,1200581,1,2013-06-02
55964098,3,1221658,2,2013-06-20
56114316,15,1221663,9,2013-06-21
56211996,15,1219900,9,2013-06-30
56486066,20,1221658,7,2013-06-21
56544981,17,1221658,4,2013-06-23
56661209,20,1221658,7,2013-06-20
56802105,15,1219900,9,2013-06-29
56811020,20,1221665,7,2013-06-20
56914425,95,1213242,39,2013-05-25
56987029,4,1221667,1,2013-06-23
57039866,4,1221658,1,2013-06-23
57044075,17,1221658,4,2013-06-23
57147488,4,1203439,1,2013-05-18
57172147,95,1230218,39,2013-07-24
57269030,15,1221663,9,2013-06-30
57272357,15,1203439,9,2013-05-15
57315609,15,1203439,9,2013-05-11
57340646,15,1190530,9,2013-05-10
57367164,95,1230218,39,2013-07-26
57426577,4,1221665,1,2013-06-22
57513964,17,1203439,4,2013-05-13
57539670,18,1219903,11,2013-07-02
57553266,3,1221663,2,2013-06-23
57574907,95,1221663,39,2013-06-20
57581720,18,1221663,11,2013-06-21
57612433,95,1221658,39,2013-06-20
57834619,18,1221665,11,2013-06-20
57897266,18,1221663,11,2013-06-20
58077382,14,1204576,8,2013-05-01
58161301,3,1219903,2,2013-06-28
58237989,14,1221658,8,2013-06-20
58330353,17,1221663,4,2013-06-20
58524246,20,1230218,7,2013-07-27
58558323,17,1221663,4,2013-06-27
58814206,4,1221658,1,2013-06-24
58867493,15,1221663,9,2013-06-20
58891410,15,1221658,9,2013-06-21
59120754,18,1221663,11,2013-06-20
59150399,20,1221658,7,2013-06-29
59252232,15,1203439,9,2013-05-11
59370197,95,1221663,39,2013-06-22
59469484,4,1190530,1,2013-05-11
59572755,20,1219903,7,2013-07-01
59574114,4,1219903,1,2013-07-04
59600890,95,1213242,39,2013-07-03
59638916,95,1203439,39,2013-05-11
59735577,18,1219903,11,2013-06-29
59928376,17,1221663,4,2013-06-27
60235497,3,1221658,2,2013-06-21
60283133,15,1190530,9,2013-05-12
60321911,15,1203439,9,2013-05-12
60461023,95,1213242,39,2013-05-27
60548896,18,1213242,11,2013-05-26
60755624,20,1203439,7,2013-05-14
60761302,4,1203439,1,2013-05-15
60825309,20,1190530,7,2013-05-08
60983202,14,1221663,8,2013-06-23
61094869,88,1230218,14,2013-07-27
61109871,18,1221658,11,2013-06-28
61142178,88,1221665,14,2013-06-22
61196030,18,1213242,11,2013-05-22
61296212,15,1221658,9,2013-06-20
61322289,18,1219900,11,2013-07-24
61366710,95,1230218,39,2013-07-24
61390454,4,1221667,1,2013-06-20
61416624,18,1230218,11,2013-07-24
61444033,15,1221658,9,2013-06-20
61486412,4,1221666,1,2013-06-23
61599063,15,1219900,9,2013-06-28
61933479,95,1230218,39,2013-07-26
61989333,20,1221663,7,2013-06-26
62102735,15,1203439,9,2013-05-16
62310326,15,1221658,9,2013-06-22
62407885,15,1221658,9,2013-06-23
62426499,18,1213242,11,2013-05-27
62496996,88,1203439,14,2013-05-11
62577743,20,1221665,7,2013-06-21
62611006,4,1221665,1,2013-06-20
62673601,18,1203439,11,2013-05-12
62743057,88,1230218,14,2013-07-27
62877041,18,1221663,11,2013-06-23
62995056,18,1221658,11,2013-06-25
63007083,15,1221663,9,2013-06-22
63019458,95,1221658,39,2013-06-21
63318034,4,1221667,1,2013-06-26
63336621,17,1221663,4,2013-06-20
63341538,4,1221666,1,2013-06-30
63532753,18,1213242,11,2013-05-20
63575541,4,1219900,1,2013-06-28
63585470,18,1203439,11,2013-05-14
63626446,15,1219903,9,2013-07-01
63707754,88,1221665,14,2013-06-20
63866464,17,1221663,4,2013-06-23
63976577,15,1221663,9,2013-06-24
64169538,20,1221663,7,2013-06-22
64233884,18,1213242,11,2013-05-21
64272407,20,1221663,7,2013-06-25
64532763,3,1221665,2,2013-06-23
64872069,18,1219900,11,2013-06-28
64960358,15,1221658,9,2013-06-24
65173941,15,1190530,9,2013-05-12
65307069,20,1230218,7,2013-07-24
65329794,17,1219900,4,2013-06-29
65487565,18,1213242,11,2013-05-22
65538823,4,1221666,1,2013-06-21
65756156,95,1203439,39,2013-05-13
66163784,18,1221658,11,2013-06-22
66194616,18,1213242,11,2013-05-22
66221175,20,1230218,7,2013-07-25
66258590,95,1230218,39,2013-07-28
66303204,15,1221658,9,2013-06-20
66448637,4,1221666,1,2013-06-23
66503578,15,1219903,9,2013-06-29
66612145,14,1219903,8,2013-07-25
66614778,17,1219900,4,2013-06-30
66650733,88,1203439,14,2013-05-11
66814830,3,1221663,2,2013-06-29
66929462,88,1203439,14,2013-05-17
66966448,4,1221665,1,2013-06-30
67079016,18,1213242,11,2013-05-20
67086430,17,1221663,4,2013-06-23
67133701,15,1219900,9,2013-06-28
67306121,15,1221663,9,2013-06-21
67339823,17,1221663,4,2013-06-23
67388625,95,1203439,39,2013-05-11
67513296,15,1221663,9,2013-06-21
67724271,4,1219903,1,2013-06-28
67803905,88,1203439,14,2013-05-15
67815367,15,1221663,9,2013-06-20
68093886,15,1221663,9,2013-06-21
68185264,95,1230218,39,2013-07-26
68188965,95,1213242,39,2013-05-20
68216359,17,1203439,4,2013-05-12
68342007,18,1213242,11,2013-05-20
68382868,20,1221663,7,2013-06-21
68435096,18,1219903,11,2013-06-29
68470926,18,1219900,11,2013-07-02
68517155,17,1221663,4,2013-06-20
68681837,15,1219900,9,2013-06-30
68686456,18,1221663,11,2013-06-22
68925006,14,1221658,8,2013-06-21
69053255,17,1219903,4,2013-07-02
69152657,3,1221663,2,2013-06-26
69167658,15,1221658,9,2013-06-21
69172169,4,1221665,1,2013-06-21
69461393,4,1203439,1,2013-05-17
69495518,95,1219900,39,2013-06-28
69507993,15,1221658,9,2013-06-23
69675741,15,1221658,9,2013-06-20
69808860,17,1221658,4,2013-06-21
69818569,15,1221658,9,2013-06-25
69853336,20,1221663,7,2013-06-20
69956833,20,1203439,7,2013-05-12
70072294,18,1221663,11,2013-06-21
70128172,18,1221663,11,2013-06-21
70455180,4,1221665,1,2013-06-25
70462513,88,1221658,14,2013-06-22
70463479,4,1221665,1,2013-06-21
70535868,4,1221663,1,2013-06-23
70580005,4,1203439,1,2013-05-15
70607577,14,1200582,8,2013-05-31
70653096,18,1230218,11,2013-07-25
70697900,14,1221663,8,2013-06-27
70765113,18,1221663,11,2013-06-22
70801415,18,1221663,11,2013-06-21
70834566,14,1221658,8,2013-06-21
70850323,20,1221666,7,2013-06-25
71011594,17,1221663,4,2013-06-21
71040590,15,1221658,9,2013-06-23
71108488,15,1221663,9,2013-06-26
71113475,15,1221658,9,2013-06-22
71121618,4,1221658,1,2013-06-24
71141645,88,1221658,14,2013-06-21
71298343,95,1230218,39,2013-07-25
71311112,88,1230218,14,2013-07-29
71314426,20,1230218,7,2013-07-24
71426296,18,1230218,11,2013-07-24
71680347,15,1221658,9,2013-06-23
71722690,20,1221663,7,2013-06-20
71781057,95,1221658,39,2013-06-24
71805275,15,1203439,9,2013-05-12
71806613,15,1203439,9,2013-05-12
71881849,18,1221663,11,2013-06-24
71933039,4,1221667,1,2013-06-22
71976236,15,1221663,9,2013-06-24
72353384,4,1221665,1,2013-06-22
72473953,18,1230218,11,2013-07-27
72475898,15,1221663,9,2013-06-27
72670685,17,1221663,4,2013-06-20
72870265,18,1190530,11,2013-05-27
72878052,15,1221658,9,2013-06-23
72906560,15,1221663,9,2013-06-24
72943196,4,1221665,1,2013-06-25
72960368,15,1221663,9,2013-06-22
72965766,15,1219903,9,2013-07-26
73218933,17,1221663,4,2013-06-21
73269543,20,1203439,7,2013-05-16
73399387,95,1213242,39,2013-05-23
73442225,15,1204576,9,2013-05-10
73486214,95,1203439,39,2013-05-12
73507112,88,1203439,14,2013-05-11
73544854,15,1190530,9,2013-05-17
73546997,95,1230218,39,2013-07-29
73660439,20,1221665,7,2013-06-23
73668079,15,1200581,9,2013-05-31
73850140,88,1221665,14,2013-06-29
73895490,95,1230218,39,2013-07-26
73925987,95,1213242,39,2013-06-14
73958837,18,1221663,11,2013-06-20
74144834,95,1213242,39,2013-05-20
74837714,4,1221663,1,2013-06-21
74839067,4,1190530,1,2013-05-24
74866605,15,1221658,9,2013-06-28
74953910,4,1221667,1,2013-06-22
75073354,15,1221658,9,2013-06-21
75178587,15,1221658,9,2013-06-24
75439019,4,1190530,1,2013-05-15
75476003,3,1221663,2,2013-06-28
75555091,4,1221658,1,2013-06-20
75671702,15,1221658,9,2013-06-20
75677935,3,1230218,2,2013-07-25
75683708,15,1221663,9,2013-06-26
75747032,95,1213242,39,2013-05-23
75894770,18,1213242,11,2013-05-20
76008522,3,1221663,2,2013-06-24
76011413,95,1213242,39,2013-05-20
76119328,4,1221667,1,2013-06-20
76122242,95,1219900,39,2013-06-30
76155746,95,1213242,39,2013-05-24
76473957,18,1221663,11,2013-06-21
76534475,88,1221658,14,2013-06-23
76540066,20,1230218,7,2013-07-24
76711931,15,1221658,9,2013-06-23
76895949,15,1221663,9,2013-06-21
76991480,95,1230218,39,2013-07-25
77041700,17,1221663,4,2013-06-20
77067233,18,1219900,11,2013-07-09
77169013,14,1203439,8,2013-05-11
77225749,17,1230218,4,2013-07-24
77249144,18,1221658,11,2013-06-20
77322805,18,1219903,11,2013-06-29
77368715,14,1221663,8,2013-06-21
77410681,15,1221663,9,2013-06-21
77448402,18,1213242,11,2013-05-28
77608607,15,1221658,9,2013-06-21
77791443,14,1220502,8,2013-07-03
77816389,4,1221665,1,2013-06-20
77964334,88,1230218,14,2013-07-24
78057763,95,1230218,39,2013-07-28
78087333,15,1219903,9,2013-07-01
78087666,95,1213242,39,2013-05-23
78270379,18,1221658,11,2013-06-26
78756467,15,1203439,9,2013-05-11
78918675,15,1219903,9,2013-07-02
78964240,88,1221658,14,2013-06-21
79036770,4,1221666,1,2013-06-24
79504758,18,1213242,11,2013-06-15
79526178,88,1203439,14,2013-05-22
79732226,3,1221658,2,2013-06-24
79740809,18,1221658,11,2013-06-22
79843628,18,1221658,11,2013-06-22
79945060,88,1203439,14,2013-05-12
79959392,18,1213242,11,2013-05-22
80012927,18,1221663,11,2013-06-29
80063680,18,1213242,11,2013-05-28
80257192,18,1221658,11,2013-06-21
80337071,20,1200582,7,2013-06-02
80374352,17,1221663,4,2013-06-25
80415084,95,1219903,39,2013-06-28
80629938,14,1221665,8,2013-06-24
80637511,15,1221658,9,2013-06-21
80699999,18,1213242,11,2013-05-23
80700561,15,1221665,9,2013-06-22
80787894,15,1221663,9,2013-06-21
80802693,18,1203439,11,2013-05-15
81020106,15,1190530,9,2013-05-13
81026544,95,1213242,39,2013-05-22
81109637,95,1203439,39,2013-05-13
81242696,14,1221663,8,2013-06-24
81488812,95,1221663,39,2013-06-21
81520119,4,1203439,1,2013-05-11
81564970,20,1230218,7,2013-07-27
81649178,88,1219900,14,2013-06-28
81848970,3,1221663,2,2013-06-20
81966679,18,1221663,11,2013-06-21
82073757,18,1213242,11,2013-06-28
82274425,88,1221665,14,2013-06-27
82282315,4,1221663,1,2013-06-21
82395989,3,1230218,2,2013-07-27
82604535,15,1221658,9,2013-06-22
82686601,15,1221663,9,2013-06-22
82745965,15,1219903,9,2013-07-08
82793956,95,1230218,39,2013-07-24
82834562,95,1219903,39,2013-06-28
82853199,3,1200581,2,2013-05-30
82987540,18,1213242,11,2013-07-03
83087396,15,1203439,9,2013-05-16
83388725,15,1221663,9,2013-06-23
83438163,4,1221658,1,2013-06-24
83600209,95,1213242,39,2013-05-23
83636976,18,1221658,11,2013-06-22
83679506,88,1221663,14,2013-06-20
83710599,95,1213242,39,2013-05-20
83714852,95,1213242,39,2013-05-20
83845536,95,1230218,39,2013-07-24
83860729,3,1221658,2,2013-06-25
83861741,15,1190530,9,2013-05-16
83913150,17,1221663,4,2013-06-23
83938442,95,1221663,39,2013-06-20
83957992,15,1221658,9,2013-06-21
84172665,17,1230218,4,2013-07-24
84187287,17,1221663,4,2013-06-20
84196639,14,1221663,8,2013-06-22
84407335,18,1213242,11,2013-05-21
84489696,15,1221663,9,2013-06-23
84497385,15,1221658,9,2013-06-20
84538207,15,1221663,9,2013-06-24
84623847,4,1221663,1,2013-06-22
84841861,18,1213242,11,2013-05-20
84851927,4,1221667,1,2013-06-21
84914367,3,1221663,2,2013-06-26
85000486,95,1230218,39,2013-07-26
85027363,95,1213242,39,2013-05-27
85054075,15,1190530,9,2013-05-26
85149094,88,1221665,14,2013-06-24
85212757,3,1221666,2,2013-06-27
85242950,95,1213242,39,2013-05-25
85358490,88,1200581,14,2013-05-30
85651732,95,1230218,39,2013-07-25
85674257,95,1213242,39,2013-05-22
85709345,15,1221663,9,2013-06-23
85835304,88,1203439,14,2013-05-16
85851216,15,1203439,9,2013-05-11
86017761,4,1221666,1,2013-06-25
86110264,4,1190530,1,2013-05-08
86171654,4,1221665,1,2013-06-20
86228042,95,1219900,39,2013-06-28
86237887,15,1221658,9,2013-06-23
86482671,15,1221658,9,2013-06-20
86509830,95,1213242,39,2013-05-26
86513418,4,1221667,1,2013-06-20
86668977,95,1213242,39,2013-05-23
86722822,4,1221667,1,2013-06-20
86770843,3,1221663,2,2013-06-23
86829188,95,1221658,39,2013-06-25
86880128,18,1221658,11,2013-06-21
86913684,14,1219903,8,2013-07-26
87134722,15,1203439,9,2013-05-12
87332610,18,1230218,11,2013-07-26
87385264,18,1221663,11,2013-06-20
87415235,17,1221663,4,2013-06-24
87423533,18,1213242,11,2013-05-24
87434186,20,1203439,7,2013-05-22
87452255,18,1213242,11,2013-05-22
87480877,15,1190530,9,2013-05-12
87553372,15,1190530,9,2013-05-10
87731076,18,1221663,11,2013-06-24
87789095,88,1221665,14,2013-06-21
87823426,15,1221658,9,2013-06-29
88068513,95,1213242,39,2013-05-20
88119323,18,1203439,11,2013-05-13
88254015,88,1230218,14,2013-07-24
88312361,4,1221667,1,2013-06-21
88345121,18,1221658,11,2013-06-20
88347147,18,1219903,11,2013-06-29
88371978,15,1221666,9,2013-06-22
88404019,95,1213242,39,2013-05-24
88542039,4,1221666,1,2013-06-20
88545027,95,1230218,39,2013-07-25
88555468,4,1203439,1,2013-05-17
88670747,3,1221658,2,2013-06-21
88704495,4,1221665,1,2013-06-30
88718571,17,1221663,4,2013-06-20
89043016,17,1221663,4,2013-06-21
89655569,18,1203439,11,2013-05-11
89804101,18,1230218,11,2013-07-29
90043887,15,1221663,9,2013-06-25
90373362,18,1219900,11,2013-07-05
90413696,15,1221658,9,2013-06-21
90486190,15,1221663,9,2013-06-21
90596464,20,1221658,7,2013-06-21
90632957,17,1221658,4,2013-06-20
90786210,3,1221658,2,2013-06-21
91006979,4,1221663,1,2013-06-20
91057678,18,1221658,11,2013-06-20
91099035,18,1213242,11,2013-05-28
91466094,95,1221658,39,2013-06-21
91566164,95,1213242,39,2013-05-21
91605143,17,1221658,4,2013-06-22
91652959,14,1203439,8,2013-05-11
91666672,4,1221666,1,2013-06-21
91859572,95,1230218,39,2013-07-29
91883639,14,1221663,8,2013-06-23
91916020,20,1221666,7,2013-06-21
92076370,88,1230218,14,2013-07-28
92439029,4,1221663,1,2013-06-21
92486410,15,1221663,9,2013-06-24
92550110,95,1219900,39,2013-06-28
92559832,88,1230218,14,2013-07-25
92584515,15,1221658,9,2013-06-21
92679802,20,1203439,7,2013-05-15
92795637,95,1219903,39,2013-06-30
92818841,88,1221663,14,2013-06-21
92885051,88,1230218,14,2013-07-24
93047504,18,1221663,11,2013-06-20
93143520,18,1221658,11,2013-06-20
93225978,15,1221663,9,2013-06-20
93334672,18,1203439,11,2013-05-11
93505294,15,1221666,9,2013-06-20
93752475,15,1203439,9,2013-05-11
93765042,15,1221663,9,2013-06-21
93937606,15,1221663,9,2013-06-21
94182865,4,1221666,1,2013-06-29
94244413,4,1219903,1,2013-07-03
94297450,15,1221665,9,2013-06-28
94340788,18,1213242,11,2013-05-22
94389297,17,1221658,4,2013-06-21
94511459,14,1203439,8,2013-05-13
94657486,18,1221658,11,2013-06-22
94664056,4,1221666,1,2013-06-23
94771597,17,1230218,4,2013-07-27
94908846,3,1221663,2,2013-06-21
94953922,18,1230218,11,2013-07-27
95020704,20,1221663,7,2013-06-23
95067021,18,1213242,11,2013-05-22
95106087,18,1221658,11,2013-06-21
95138692,18,1203439,11,2013-05-11
95476141,88,1221665,14,2013-06-21
95508708,95,1221658,39,2013-06-21
95525203,17,1221663,4,2013-06-23
95696226,15,1221663,9,2013-06-20
95735718,15,1219900,9,2013-07-07
95777854,15,1221658,9,2013-06-21
95904403,15,1221663,9,2013-06-20
96128621,14,1219900,8,2013-07-01
96202663,3,1200582,2,2013-06-03
96384694,18,1221663,11,2013-06-23
96497792,95,1203439,39,2013-05-13
96648193,15,1190530,9,2013-05-08
96654400,20,1221658,7,2013-06-23
96664186,15,1190530,9,2013-05-09
96671064,18,1221658,11,2013-06-22
96689145,4,1221665,1,2013-06-25
96701568,17,1221663,4,2013-06-21
96706442,14,1221658,8,2013-06-27
96714351,95,1230218,39,2013-07-28
96717635,3,1221663,2,2013-06-21
96719338,17,1221663,4,2013-06-23
96733139,95,1221663,39,2013-06-26
96737059,15,1190530,9,2013-05-08
96745376,18,1221663,11,2013-06-22
96747417,15,1221663,9,2013-06-21
96765002,95,1230218,39,2013-07-27
96777532,3,1221658,2,2013-06-21
96797081,88,1221663,14,2013-06-20
96801183,18,1203439,11,2013-05-14
96813269,18,1213242,11,2013-05-25
96822789,18,1213242,11,2013-05-20
96841999,4,1203439,1,2013-05-12
96847578,95,1213242,39,2013-05-20
96849591,88,1230218,14,2013-07-26
96851427,15,1219903,9,2013-06-29
96869507,15,1203439,9,2013-05-12
96876793,15,1190530,9,2013-05-12
96886701,15,1203439,9,2013-05-12
96896138,20,1221658,7,2013-06-21
96898693,20,1219903,7,2013-06-28
96903234,18,1221658,11,2013-06-21
96909080,15,1219903,9,2013-06-29
96932290,17,1221658,4,2013-06-28
96936990,18,1203439,11,2013-05-15
96956247,15,1221663,9,2013-06-23
96979058,15,1221663,9,2013-06-23
96987489,17,1230218,4,2013-07-26
96994347,3,1221658,2,2013-06-23
96995125,17,1221658,4,2013-06-21
97015989,15,1221663,9,2013-06-28
97021154,18,1213242,11,2013-05-21
97024277,4,1221666,1,2013-06-22
97042855,95,1213242,39,2013-05-26
97044090,15,1221658,9,2013-06-25
97047872,4,1221665,1,2013-06-21
97048686,17,1221663,4,2013-06-24
97050374,20,1221666,7,2013-06-20
97057408,15,1203439,9,2013-05-11
97071696,18,1219903,11,2013-06-29
97088744,88,1221665,14,2013-06-30
97110346,14,1221658,8,2013-06-23
97115879,18,1221658,11,2013-06-21
97134926,18,1203439,11,2013-05-12
97152978,18,1221658,11,2013-06-21
97156185,15,1200581,9,2013-05-30
97161489,14,1221658,8,2013-06-22
97163127,15,1219903,9,2013-06-29
97170143,14,1221663,8,2013-06-20
97171012,18,1213242,11,2013-05-20
97173003,20,1203439,7,2013-05-15
97183099,15,1190530,9,2013-05-11
97185083,88,1221663,14,2013-06-22
97199571,88,1221658,14,2013-06-26
97200995,15,1221663,9,2013-06-20
97205885,20,1221663,7,2013-06-21
97217165,88,1230218,14,2013-07-29
97234559,20,1221665,7,2013-06-28
97236058,95,1230218,39,2013-07-27
97238000,4,1221667,1,2013-06-28
97254735,95,1213242,39,2013-05-24
97259256,17,1221658,4,2013-06-25
97272036,18,1213242,11,2013-05-22
97275026,15,1221663,9,2013-06-28
97288216,88,1203439,14,2013-05-12
97293322,18,1213242,11,2013-05-22
97309678,4,1221667,1,2013-06-20
97314402,14,1221665,8,2013-06-29
97344289,4,1221665,1,2013-06-25
97355506,18,1221666,11,2013-06-20
97361668,4,1221665,1,2013-06-28
97369817,14,1221665,8,2013-06-29
97375053,15,1221663,9,2013-06-26
97377953,88,1221663,14,2013-06-20
97414236,18,1219903,11,2013-07-03
97417735,15,1190530,9,2013-05-10
97428052,20,1221663,7,2013-06-20
97434636,95,1203439,39,2013-05-12
97456676,17,1221663,4,2013-06-27
97458230,20,1221666,7,2013-06-26
97463544,95,1213242,39,2013-05-23
97468082,17,1221663,4,2013-06-20
97468978,15,1219903,9,2013-06-28
97477490,95,1213242,39,2013-05-21
97483202,95,1213242,39,2013-05-23
97492209,17,1203439,4,2013-05-15
97494329,88,1230218,14,2013-07-27
97500419,17,1230218,4,2013-07-24
97504219,18,1213242,11,2013-05-21
97511731,15,1221663,9,2013-06-22
97514254,20,1219900,7,2013-06-28
97527218,17,1221663,4,2013-06-25
97529709,18,1221658,11,2013-06-20
97530106,88,1221658,14,2013-06-22
97531492,18,1230218,11,2013-07-26
97547735,18,1213242,11,2013-05-23
97559773,20,1221663,7,2013-06-20
97559954,18,1213242,11,2013-05-20
97569282,95,1213242,39,2013-05-20
97574099,20,1221665,7,2013-06-20
97574112,4,1230218,1,2013-07-26
97607323,15,1190530,9,2013-05-13
97615109,18,1213242,11,2013-05-20
97616883,18,1213242,11,2013-06-22
