id,chain,offer,market,repeattrips,repeater,offerdate,category,quantity,company,offervalue,brand
19773748,15,1197502,9,0,False,2013-04-01,3203,1,106414464,0.75,13474
19899195,14,1197502,8,0,False,2013-03-26,3203,1,106414464,0.75,13474
21024070,15,1208251,9,1,True,2013-04-23,2202,1,104460040,2.0,3718
21419778,14,1197502,8,0,False,2013-03-25,3203,1,106414464,0.75,13474
21603296,4,1208251,1,0,False,2013-04-26,2202,1,104460040,2.0,3718
21622166,3,1197502,2,0,False,2013-03-29,3203,1,106414464,0.75,13474
21837001,15,1204576,9,0,False,2013-04-07,5616,1,104610040,1.0,15889
21860840,15,1197502,9,0,False,2013-03-28,3203,1,106414464,0.75,13474
22077078,18,1197502,11,0,False,2013-03-26,3203,1,106414464,0.75,13474
22491084,15,1197502,9,1,True,2013-03-26,3203,1,106414464,0.75,13474
22709494,4,1204822,1,1,True,2013-04-21,5619,1,107717272,1.5,102504
22725281,18,1197502,11,0,False,2013-03-28,3203,1,106414464,0.75,13474
22791304,20,1197502,7,0,False,2013-03-27,3203,1,106414464,0.75,13474
22816872,17,1197502,4,0,False,2013-04-16,3203,1,106414464,0.75,13474
23270065,17,1197502,4,0,False,2013-03-29,3203,1,106414464,0.75,13474
23412989,17,1197502,4,0,False,2013-04-23,3203,1,106414464,0.75,13474
23447825,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
23486921,18,1197502,11,0,False,2013-03-26,3203,1,106414464,0.75,13474
23791057,95,1208251,39,2,True,2013-04-24,2202,1,104460040,2.0,3718
44975538,2,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
48445984,15,1197502,9,0,False,2013-03-25,3203,1,106414464,0.75,13474
48464291,18,1208251,11,0,False,2013-04-23,2202,1,104460040,2.0,3718
48468053,4,1197502,1,0,False,2013-03-31,3203,1,106414464,0.75,13474
48682962,15,1197502,9,0,False,2013-04-06,3203,1,106414464,0.75,13474
48693550,95,1197502,39,0,False,2013-03-31,3203,1,106414464,0.75,13474
48991232,4,1197502,1,0,False,2013-03-28,3203,1,106414464,0.75,13474
49165299,3,1200581,2,1,True,2013-03-31,1726,1,104460040,1.25,7668
49315424,4,1197502,1,0,False,2013-03-31,3203,1,106414464,0.75,13474
49326153,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
49434116,14,1197502,8,0,False,2013-03-28,3203,1,106414464,0.75,13474
49451971,4,1197502,1,1,True,2013-03-27,3203,1,106414464,0.75,13474
49613173,4,1200581,1,0,False,2013-04-06,1726,1,104460040,1.25,7668
49806426,88,1200581,14,0,False,2013-03-30,1726,1,104460040,1.25,7668
49817353,17,1197502,4,0,False,2013-04-21,3203,1,106414464,0.75,13474
49914843,3,1197502,2,0,False,2013-04-03,3203,1,106414464,0.75,13474
50380832,15,1197502,9,0,False,2013-04-02,3203,1,106414464,0.75,13474
50411403,18,1197502,11,1,True,2013-04-07,3203,1,106414464,0.75,13474
50622160,18,1197502,11,0,False,2013-03-31,3203,1,106414464,0.75,13474
50808053,3,1197502,2,0,False,2013-04-02,3203,1,106414464,0.75,13474
50865818,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
50869828,17,1197502,4,0,False,2013-04-18,3203,1,106414464,0.75,13474
51099044,4,1197502,1,0,False,2013-04-19,3203,1,106414464,0.75,13474
51122746,14,1197502,8,0,False,2013-03-26,3203,1,106414464,0.75,13474
51150009,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
51441524,4,1197502,1,0,False,2013-03-30,3203,1,106414464,0.75,13474
51531106,15,1197502,9,0,False,2013-03-27,3203,1,106414464,0.75,13474
52503923,15,1204821,9,0,False,2013-04-02,5619,1,107717272,1.5,102504
52566892,17,1200581,4,0,False,2013-03-30,1726,1,104460040,1.25,7668
52598384,88,1197502,14,1,True,2013-03-25,3203,1,106414464,0.75,13474
52732914,18,1197502,11,0,False,2013-03-28,3203,1,106414464,0.75,13474
52933935,18,1197502,11,0,False,2013-04-09,3203,1,106414464,0.75,13474
53002206,14,1197502,8,0,False,2013-03-25,3203,1,106414464,0.75,13474
53024321,18,1197502,11,3,True,2013-04-18,3203,1,106414464,0.75,13474
53042409,15,1197502,9,0,False,2013-03-30,3203,1,106414464,0.75,13474
53066499,4,1197502,1,1,True,2013-03-28,3203,1,106414464,0.75,13474
53078911,95,1200581,39,0,False,2013-04-01,1726,1,104460040,1.25,7668
53250970,15,1204576,9,1,True,2013-04-18,5616,1,104610040,1.0,15889
53391520,4,1197502,1,0,False,2013-03-28,3203,1,106414464,0.75,13474
53421384,4,1197502,1,0,False,2013-03-31,3203,1,106414464,0.75,13474
53994426,20,1197502,7,0,False,2013-03-28,3203,1,106414464,0.75,13474
54108377,88,1197502,14,0,False,2013-04-05,3203,1,106414464,0.75,13474
54196583,17,1200582,4,0,False,2013-04-17,1726,1,104460040,1.25,7668
54625209,4,1208251,1,0,False,2013-04-23,2202,1,104460040,2.0,3718
54825809,95,1197502,39,0,False,2013-03-31,3203,1,106414464,0.75,13474
55253605,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
55431649,17,1197502,4,0,False,2013-03-26,3203,1,106414464,0.75,13474
55488429,4,1197502,1,0,False,2013-04-03,3203,1,106414464,0.75,13474
55882738,4,1208251,1,1,True,2013-04-23,2202,1,104460040,2.0,3718
56118474,15,1204821,9,0,False,2013-04-09,5619,1,107717272,1.5,102504
56554319,14,1197502,8,1,True,2013-03-29,3203,1,106414464,0.75,13474
56912376,18,1197502,11,0,False,2013-03-25,3203,1,106414464,0.75,13474
56939637,4,1200582,1,0,False,2013-04-01,1726,1,104460040,1.25,7668
57086094,15,1204821,9,0,False,2013-04-14,5619,1,107717272,1.5,102504
57132131,15,1208251,9,0,False,2013-04-23,2202,1,104460040,2.0,3718
57337945,88,1197502,14,0,False,2013-03-25,3203,1,106414464,0.75,13474
57414874,18,1197502,11,0,False,2013-03-26,3203,1,106414464,0.75,13474
57465732,14,1197502,8,0,False,2013-03-25,3203,1,106414464,0.75,13474
57530684,18,1197502,11,0,False,2013-03-25,3203,1,106414464,0.75,13474
57608943,15,1197502,9,0,False,2013-03-29,3203,1,106414464,0.75,13474
57674291,15,1197502,9,0,False,2013-03-28,3203,1,106414464,0.75,13474
57719559,15,1197502,9,1,True,2013-03-27,3203,1,106414464,0.75,13474
57850102,17,1197502,4,1,True,2013-03-25,3203,1,106414464,0.75,13474
57973513,4,1197502,1,0,False,2013-03-27,3203,1,106414464,0.75,13474
58099874,88,1197502,14,1,True,2013-03-25,3203,1,106414464,0.75,13474
58121773,15,1197502,9,0,False,2013-03-27,3203,1,106414464,0.75,13474
58125841,15,1197502,9,0,False,2013-04-07,3203,1,106414464,0.75,13474
58487625,88,1197502,14,0,False,2013-03-29,3203,1,106414464,0.75,13474
58520187,4,1197502,1,1,True,2013-03-25,3203,1,106414464,0.75,13474
58544414,15,1200581,9,0,False,2013-04-01,1726,1,104460040,1.25,7668
58574978,20,1197502,7,0,False,2013-03-25,3203,1,106414464,0.75,13474
58762517,18,1204576,11,2,True,2013-04-05,5616,1,104610040,1.0,15889
59065372,20,1197502,7,0,False,2013-03-26,3203,1,106414464,0.75,13474
59067761,95,1204822,39,0,False,2013-04-19,5619,1,107717272,1.5,102504
59192576,88,1197502,14,0,False,2013-04-02,3203,1,106414464,0.75,13474
59474603,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
59585609,18,1197502,11,0,False,2013-04-24,3203,1,106414464,0.75,13474
59816528,14,1204576,8,3,True,2013-04-04,5616,1,104610040,1.0,15889
60332240,15,1197502,9,0,False,2013-03-27,3203,1,106414464,0.75,13474
60456293,18,1197502,11,0,False,2013-03-25,3203,1,106414464,0.75,13474
60619909,15,1197502,9,0,False,2013-03-28,3203,1,106414464,0.75,13474
60766698,4,1197502,1,1,True,2013-04-01,3203,1,106414464,0.75,13474
60788872,14,1197502,8,0,False,2013-03-28,3203,1,106414464,0.75,13474
61031248,95,1197502,39,0,False,2013-04-03,3203,1,106414464,0.75,13474
61274786,4,1200581,1,0,False,2013-04-09,1726,1,104460040,1.25,7668
61819046,15,1197502,9,0,False,2013-03-28,3203,1,106414464,0.75,13474
62231359,88,1208251,14,0,False,2013-04-26,2202,1,104460040,2.0,3718
62396175,3,1197502,2,0,False,2013-03-25,3203,1,106414464,0.75,13474
62400998,20,1208251,7,1,True,2013-04-25,2202,1,104460040,2.0,3718
62471255,14,1208251,8,1,True,2013-04-23,2202,1,104460040,2.0,3718
62518933,18,1197502,11,0,False,2013-03-30,3203,1,106414464,0.75,13474
62707639,18,1200581,11,0,False,2013-03-30,1726,1,104460040,1.25,7668
62803931,4,1197502,1,0,False,2013-03-30,3203,1,106414464,0.75,13474
63097103,20,1204822,7,0,False,2013-04-04,5619,1,107717272,1.5,102504
63340358,95,1197502,39,0,False,2013-03-25,3203,1,106414464,0.75,13474
63422872,4,1197502,1,0,False,2013-03-31,3203,1,106414464,0.75,13474
63883643,18,1197502,11,0,False,2013-04-01,3203,1,106414464,0.75,13474
63904880,3,1208252,2,0,False,2013-04-23,2202,1,104460040,3.0,3718
63949570,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
64086470,17,1197502,4,0,False,2013-03-30,3203,1,106414464,0.75,13474
64160330,17,1208252,4,0,False,2013-04-23,2202,1,104460040,3.0,3718
64288458,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
64324753,17,1197502,4,0,False,2013-03-26,3203,1,106414464,0.75,13474
64585626,18,1208252,11,0,False,2013-04-23,2202,1,104460040,3.0,3718
64778099,15,1200581,9,0,False,2013-03-31,1726,1,104460040,1.25,7668
65519775,17,1208251,4,0,False,2013-04-28,2202,1,104460040,2.0,3718
65550743,18,1197502,11,0,False,2013-04-22,3203,1,106414464,0.75,13474
65594165,95,1197502,39,1,True,2013-03-27,3203,1,106414464,0.75,13474
65599099,4,1197502,1,0,False,2013-04-06,3203,1,106414464,0.75,13474
65923948,15,1197502,9,1,True,2013-03-25,3203,1,106414464,0.75,13474
66507967,88,1197502,14,0,False,2013-03-25,3203,1,106414464,0.75,13474
66986222,4,1197502,1,0,False,2013-04-21,3203,1,106414464,0.75,13474
67209680,15,1197502,9,0,False,2013-04-01,3203,1,106414464,0.75,13474
67274959,20,1204821,7,0,False,2013-04-01,5619,1,107717272,1.5,102504
67317718,15,1197502,9,0,False,2013-03-29,3203,1,106414464,0.75,13474
67574740,95,1197502,39,0,False,2013-03-26,3203,1,106414464,0.75,13474
67619205,4,1197502,1,0,False,2013-03-26,3203,1,106414464,0.75,13474
67660532,15,1200581,9,0,False,2013-03-31,1726,1,104460040,1.25,7668
67852785,15,1204576,9,0,False,2013-04-07,5616,1,104610040,1.0,15889
67957375,14,1204576,8,0,False,2013-04-06,5616,1,104610040,1.0,15889
68076539,4,1208251,1,0,False,2013-04-23,2202,1,104460040,2.0,3718
68405887,95,1197502,39,0,False,2013-03-25,3203,1,106414464,0.75,13474
68451850,4,1204576,1,0,False,2013-04-07,5616,1,104610040,1.0,15889
68468663,14,1204576,8,0,False,2013-04-06,5616,1,104610040,1.0,15889
68553518,17,1197502,4,0,False,2013-03-26,3203,1,106414464,0.75,13474
68553874,17,1204576,4,0,False,2013-04-23,5616,1,104610040,1.0,15889
68619204,15,1208252,9,0,False,2013-04-23,2202,1,104460040,3.0,3718
68734411,15,1197502,9,0,False,2013-03-30,3203,1,106414464,0.75,13474
68886117,18,1204821,11,0,False,2013-04-03,5619,1,107717272,1.5,102504
68903050,20,1197502,7,1,True,2013-03-29,3203,1,106414464,0.75,13474
69233695,20,1197502,7,0,False,2013-03-26,3203,1,106414464,0.75,13474
69355551,4,1197502,1,0,False,2013-03-26,3203,1,106414464,0.75,13474
69666042,15,1208251,9,6,True,2013-04-24,2202,1,104460040,2.0,3718
69727908,88,1204576,14,0,False,2013-04-04,5616,1,104610040,1.0,15889
69802491,88,1197502,14,0,False,2013-03-29,3203,1,106414464,0.75,13474
69900479,88,1197502,14,0,False,2013-03-27,3203,1,106414464,0.75,13474
70163937,17,1197502,4,1,True,2013-03-28,3203,1,106414464,0.75,13474
70217582,15,1204822,9,0,False,2013-04-23,5619,1,107717272,1.5,102504
70302821,20,1197502,7,0,False,2013-03-25,3203,1,106414464,0.75,13474
70312933,4,1197502,1,0,False,2013-03-27,3203,1,106414464,0.75,13474
70401965,88,1197502,14,0,False,2013-03-25,3203,1,106414464,0.75,13474
70623585,15,1197502,9,1,True,2013-03-27,3203,1,106414464,0.75,13474
70692138,95,1197502,39,0,False,2013-03-25,3203,1,106414464,0.75,13474
71054734,88,1197502,14,2,True,2013-04-19,3203,1,106414464,0.75,13474
71322589,88,1197502,14,0,False,2013-03-26,3203,1,106414464,0.75,13474
71378695,4,1197502,1,0,False,2013-03-26,3203,1,106414464,0.75,13474
71719354,88,1208251,14,0,False,2013-04-23,2202,1,104460040,2.0,3718
72013530,17,1197502,4,0,False,2013-04-03,3203,1,106414464,0.75,13474
72251692,15,1204822,9,0,False,2013-04-12,5619,1,107717272,1.5,102504
72495512,17,1197502,4,0,False,2013-04-08,3203,1,106414464,0.75,13474
72587201,15,1197502,9,0,False,2013-03-28,3203,1,106414464,0.75,13474
72600846,15,1208251,9,0,False,2013-04-24,2202,1,104460040,2.0,3718
72954514,17,1197502,4,0,False,2013-04-02,3203,1,106414464,0.75,13474
73121994,4,1197502,1,0,False,2013-03-26,3203,1,106414464,0.75,13474
73222886,18,1197502,11,0,False,2013-03-26,3203,1,106414464,0.75,13474
73238650,17,1197502,4,0,False,2013-04-21,3203,1,106414464,0.75,13474
73325479,95,1197502,39,0,False,2013-03-25,3203,1,106414464,0.75,13474
73327812,88,1197502,14,0,False,2013-03-28,3203,1,106414464,0.75,13474
73327813,15,1197502,9,4,True,2013-03-25,3203,1,106414464,0.75,13474
73410200,15,1197502,9,0,False,2013-04-01,3203,1,106414464,0.75,13474
73552673,15,1204576,9,0,False,2013-04-06,5616,1,104610040,1.0,15889
73606559,15,1204576,9,1,True,2013-04-04,5616,1,104610040,1.0,15889
73719666,3,1208251,2,0,False,2013-04-28,2202,1,104460040,2.0,3718
73891863,88,1208251,14,0,False,2013-04-27,2202,1,104460040,2.0,3718
74059460,4,1197502,1,0,False,2013-03-27,3203,1,106414464,0.75,13474
74332465,20,1197502,7,0,False,2013-03-26,3203,1,106414464,0.75,13474
74469519,15,1197502,9,1,True,2013-03-27,3203,1,106414464,0.75,13474
75006613,4,1197502,1,0,False,2013-03-26,3203,1,106414464,0.75,13474
75032259,15,1204576,9,0,False,2013-04-05,5616,1,104610040,1.0,15889
75051515,4,1197502,1,0,False,2013-03-29,3203,1,106414464,0.75,13474
75088826,4,1204576,1,0,False,2013-04-07,5616,1,104610040,1.0,15889
75144651,4,1208251,1,1,True,2013-04-27,2202,1,104460040,2.0,3718
75251925,14,1197502,8,0,False,2013-03-26,3203,1,106414464,0.75,13474
75547491,3,1197502,2,0,False,2013-03-26,3203,1,106414464,0.75,13474
75562862,4,1208251,1,1,True,2013-04-23,2202,1,104460040,2.0,3718
75682991,4,1208251,1,0,False,2013-04-26,2202,1,104460040,2.0,3718
75697857,4,1197502,1,1,True,2013-03-28,3203,1,106414464,0.75,13474
75902494,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
76029192,95,1197502,39,3,True,2013-03-25,3203,1,106414464,0.75,13474
76053542,4,1197502,1,0,False,2013-03-27,3203,1,106414464,0.75,13474
76210273,3,1200581,2,4,True,2013-04-11,1726,1,104460040,1.25,7668
76212982,15,1197502,9,1,True,2013-03-26,3203,1,106414464,0.75,13474
76422259,17,1208251,4,2,True,2013-04-26,2202,1,104460040,2.0,3718
76810402,20,1197502,7,5,True,2013-03-28,3203,1,106414464,0.75,13474
76957383,17,1204576,4,0,False,2013-04-07,5616,1,104610040,1.0,15889
77057322,15,1197502,9,0,False,2013-03-27,3203,1,106414464,0.75,13474
77202444,14,1197502,8,0,False,2013-03-28,3203,1,106414464,0.75,13474
77225308,15,1204821,9,1,True,2013-04-19,5619,1,107717272,1.5,102504
77250071,18,1197502,11,0,False,2013-04-22,3203,1,106414464,0.75,13474
77270297,17,1208252,4,1,True,2013-04-25,2202,1,104460040,3.0,3718
77478019,4,1197502,1,1,True,2013-03-28,3203,1,106414464,0.75,13474
77660546,14,1197502,8,0,False,2013-03-30,3203,1,106414464,0.75,13474
77706058,4,1197502,1,1,True,2013-03-25,3203,1,106414464,0.75,13474
77734788,4,1197502,1,1,True,2013-03-25,3203,1,106414464,0.75,13474
77760889,14,1204576,8,0,False,2013-04-06,5616,1,104610040,1.0,15889
77801039,4,1197502,1,0,False,2013-04-17,3203,1,106414464,0.75,13474
77989055,88,1197502,14,0,False,2013-03-25,3203,1,106414464,0.75,13474
77998305,18,1197502,11,1,True,2013-03-25,3203,1,106414464,0.75,13474
78011710,20,1197502,7,0,False,2013-03-29,3203,1,106414464,0.75,13474
78038363,18,1197502,11,0,False,2013-03-30,3203,1,106414464,0.75,13474
78093985,20,1197502,7,0,False,2013-03-25,3203,1,106414464,0.75,13474
78493420,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
78533743,88,1197502,14,0,False,2013-03-29,3203,1,106414464,0.75,13474
78584042,15,1204821,9,0,False,2013-04-05,5619,1,107717272,1.5,102504
78682016,15,1197502,9,0,False,2013-03-28,3203,1,106414464,0.75,13474
78774376,15,1197502,9,0,False,2013-03-25,3203,1,106414464,0.75,13474
78811334,15,1204576,9,0,False,2013-04-04,5616,1,104610040,1.0,15889
78828559,17,1197502,4,0,False,2013-03-28,3203,1,106414464,0.75,13474
78851124,18,1197502,11,1,True,2013-03-27,3203,1,106414464,0.75,13474
79022865,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
79082239,15,1197502,9,0,False,2013-04-01,3203,1,106414464,0.75,13474
79296732,15,1197502,9,0,False,2013-03-31,3203,1,106414464,0.75,13474
79842864,18,1197502,11,0,False,2013-04-16,3203,1,106414464,0.75,13474
79878358,18,1208251,11,2,True,2013-04-23,2202,1,104460040,2.0,3718
79920713,17,1197502,4,0,False,2013-03-29,3203,1,106414464,0.75,13474
80065065,18,1200582,11,0,False,2013-04-04,1726,1,104460040,1.25,7668
80066853,18,1204821,11,0,False,2013-04-22,5619,1,107717272,1.5,102504
80270619,17,1197502,4,0,False,2013-03-28,3203,1,106414464,0.75,13474
80503859,18,1197502,11,0,False,2013-03-29,3203,1,106414464,0.75,13474
80511118,15,1197502,9,0,False,2013-04-19,3203,1,106414464,0.75,13474
80786289,15,1197502,9,0,False,2013-03-30,3203,1,106414464,0.75,13474
80812040,4,1208251,1,1,True,2013-04-24,2202,1,104460040,2.0,3718
81127950,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
81280152,20,1208252,7,1,True,2013-04-29,2202,1,104460040,3.0,3718
82599973,15,1204821,9,0,False,2013-04-12,5619,1,107717272,1.5,102504
82616656,15,1197502,9,0,False,2013-03-27,3203,1,106414464,0.75,13474
82691007,15,1197502,9,0,False,2013-03-27,3203,1,106414464,0.75,13474
82704044,15,1197502,9,0,False,2013-03-25,3203,1,106414464,0.75,13474
82723973,15,1197502,9,1,True,2013-03-26,3203,1,106414464,0.75,13474
82765230,4,1197502,1,0,False,2013-03-29,3203,1,106414464,0.75,13474
82779026,95,1197502,39,0,False,2013-03-25,3203,1,106414464,0.75,13474
82794063,4,1204576,1,4,True,2013-04-21,5616,1,104610040,1.0,15889
83288376,4,1208251,1,2,True,2013-04-25,2202,1,104460040,2.0,3718
83293219,3,1208251,2,1,True,2013-04-24,2202,1,104460040,2.0,3718
83312233,3,1197502,2,2,True,2013-03-29,3203,1,106414464,0.75,13474
83346475,4,1197502,1,0,False,2013-03-25,3203,1,106414464,0.75,13474
83403945,4,1208251,1,2,True,2013-04-29,2202,1,104460040,2.0,3718
83512653,88,1197502,14,1,True,2013-03-27,3203,1,106414464,0.75,13474
83741316,95,1197502,39,2,True,2013-03-27,3203,1,106414464,0.75,13474
83756976,95,1197502,39,0,False,2013-03-26,3203,1,106414464,0.75,13474
83806440,4,1200582,1,1,True,2013-04-01,1726,1,104460040,1.25,7668
83868868,95,1197502,39,0,False,2013-03-26,3203,1,106414464,0.75,13474
83961677,15,1204576,9,0,False,2013-04-06,5616,1,104610040,1.0,15889
84214407,18,1197502,11,0,False,2013-03-26,3203,1,106414464,0.75,13474
84251640,15,1197502,9,2,True,2013-03-29,3203,1,106414464,0.75,13474
84290725,15,1197502,9,0,False,2013-03-29,3203,1,106414464,0.75,13474
84366538,14,1197502,8,1,True,2013-03-28,3203,1,106414464,0.75,13474
84546911,14,1197502,8,0,False,2013-04-01,3203,1,106414464,0.75,13474
84622907,15,1197502,9,0,False,2013-04-06,3203,1,106414464,0.75,13474
84736190,17,1197502,4,0,False,2013-04-17,3203,1,106414464,0.75,13474
84937280,15,1208251,9,1,True,2013-04-23,2202,1,104460040,2.0,3718
85167394,18,1197502,11,0,False,2013-03-26,3203,1,106414464,0.75,13474
85287702,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
85393359,95,1197502,39,0,False,2013-03-26,3203,1,106414464,0.75,13474
85667880,17,1197502,4,0,False,2013-03-28,3203,1,106414464,0.75,13474
85811085,17,1200581,4,0,False,2013-03-30,1726,1,104460040,1.25,7668
86154247,4,1197502,1,1,True,2013-03-25,3203,1,106414464,0.75,13474
86467278,4,1200581,1,0,False,2013-04-02,1726,1,104460040,1.25,7668
86528154,88,1200581,14,0,False,2013-03-30,1726,1,104460040,1.25,7668
86650559,4,1197502,1,1,True,2013-03-28,3203,1,106414464,0.75,13474
86954719,18,1197502,11,0,False,2013-03-28,3203,1,106414464,0.75,13474
86990589,17,1200988,4,0,False,2013-03-25,3509,1,103320030,2.0,875
86991152,15,1197502,9,0,False,2013-04-21,3203,1,106414464,0.75,13474
86995220,17,1197502,4,0,False,2013-03-25,3203,1,106414464,0.75,13474
87011416,88,1204576,14,0,False,2013-04-06,5616,1,104610040,1.0,15889
87030734,88,1208251,14,0,False,2013-04-24,2202,1,104460040,2.0,3718
87132362,20,1197502,7,1,True,2013-03-25,3203,1,106414464,0.75,13474
87277803,15,1208251,9,1,True,2013-04-23,2202,1,104460040,2.0,3718
87278931,15,1197502,9,0,False,2013-03-25,3203,1,106414464,0.75,13474
87542139,18,1197502,11,0,False,2013-03-25,3203,1,106414464,0.75,13474
87979812,3,1197502,2,0,False,2013-03-29,3203,1,106414464,0.75,13474
87988583,4,1204576,1,0,False,2013-04-04,5616,1,104610040,1.0,15889
88081145,20,1197502,7,0,False,2013-04-01,3203,1,106414464,0.75,13474
88100026,95,1197502,39,0,False,2013-03-26,3203,1,106414464,0.75,13474
88197317,17,1197502,4,0,False,2013-03-27,3203,1,106414464,0.75,13474
88330358,88,1197502,14,0,False,2013-04-02,3203,1,106414464,0.75,13474
88385472,4,1208251,1,0,False,2013-04-23,2202,1,104460040,2.0,3718
88780802,20,1197502,7,0,False,2013-04-09,3203,1,106414464,0.75,13474
88798493,88,1200988,14,0,False,2013-03-17,3509,1,103320030,2.0,875
88852308,88,1197502,14,0,False,2013-03-29,3203,1,106414464,0.75,13474
88859651,3,1197502,2,1,True,2013-04-01,3203,1,106414464,0.75,13474
88947105,18,1197502,11,0,False,2013-03-28,3203,1,106414464,0.75,13474
89021473,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
89121969,20,1197502,7,1,True,2013-03-25,3203,1,106414464,0.75,13474
89122689,4,1197502,1,1,True,2013-03-26,3203,1,106414464,0.75,13474
89319101,14,1208252,8,0,False,2013-04-29,2202,1,104460040,3.0,3718
89332055,17,1200581,4,0,False,2013-03-30,1726,1,104460040,1.25,7668
89335145,4,1204576,1,0,False,2013-04-07,5616,1,104610040,1.0,15889
89508961,4,1197502,1,0,False,2013-04-07,3203,1,106414464,0.75,13474
89549222,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
89594685,15,1208251,9,0,False,2013-04-25,2202,1,104460040,2.0,3718
90300011,15,1197502,9,0,False,2013-03-26,3203,1,106414464,0.75,13474
90435395,15,1197502,9,1,True,2013-03-25,3203,1,106414464,0.75,13474
90459912,18,1197502,11,0,False,2013-03-30,3203,1,106414464,0.75,13474
