dept,category,n_lineas,proporcion,categoria_ofertada
58,5836,1262,0.0001608250964631987,False
63,6328,1245,0.00015865867281829034,False
4,419,1240,0.00015802148939331726,False
27,2706,1221,0.00015560019237841966,False
26,2619,1185,0.00015101247171861367,False
45,4509,1162,0.00014808142796373763,False
10,1010,1152,0.00014680706111379154,False
17,1703,1152,0.00014680706111379154,True
97,9799,1144,0.00014578756763383464,False
54,5403,1140,0.0001452778208938562,False
24,2407,1139,0.0001451503842088616,False
55,5556,1138,0.00014502294752386698,False
8,826,1125,0.00014336627061893703,False
58,5828,1103,0.0001405626635490556,False
73,7360,1099,0.00014005291680907716,False
3,302,1093,0.0001392882966991095,False
73,7349,1092,0.0001391608600141149,False
26,2614,1088,0.00013865111327413643,False
56,5610,1086,0.00013839623990414721,False
60,6011,1082,0.00013788649316416878,False
9,920,1080,0.00013763161979417956,False
4,427,1078,0.00013737674642419034,False
75,7501,1072,0.00013661212631422268,False
82,8201,1054,0.0001343182659843197,False
55,5567,1054,0.0001343182659843197,False
8,838,1042,0.00013278902576438435,False
34,3411,1038,0.00013227927902440591,False
63,6319,1025,0.00013062260211947597,False
29,2923,1020,0.00012998541869450292,False
75,7520,1020,0.00012998541869450292,False
3,305,1017,0.0001296031086395191,False
27,2710,1015,0.00012934823526952987,False
58,5815,1013,0.00012909336189954065,False
41,4109,1010,0.0001287110518445568,False
58,5813,1006,0.00012820130510457836,False
26,2617,991,0.0001262897548296592,False
28,2803,986,0.00012565257140468615,False
72,7208,981,0.0001250153879797131,False
8,805,980,0.0001248879512947185,False
10,1013,959,0.00012221178090983167,False
33,3316,959,0.00012221178090983167,False
8,809,955,0.00012170203416985322,False
18,1850,952,0.00012131972411486939,False
73,7308,952,0.00012131972411486939,False
10,1007,951,0.00012119228742987478,False
58,5832,944,0.0001203002306349125,False
51,5116,944,0.0001203002306349125,False
81,8101,939,0.00011966304720993944,False
56,5611,927,0.00011813380699000412,False
2,212,912,0.00011622225671508497,False
22,2211,905,0.00011533019992012269,False
60,6010,900,0.00011469301649514963,False
26,2606,892,0.00011367352301519274,False
92,9204,892,0.00011367352301519274,False
51,5124,887,0.0001130363395902197,False
27,2707,885,0.00011278146622023048,False
7,708,885,0.00011278146622023048,False
92,9210,880,0.00011214428279525742,False
29,2907,872,0.00011112478931530053,False
18,1890,867,0.00011048760589032748,False
9,918,865,0.00011023273252033826,False
51,5128,863,0.00010997785915034903,False
27,2702,859,0.00010946811241037059,False
72,7203,853,0.00010870349230040292,False
7,706,851,0.0001084486189304137,True
57,5707,847,0.00010793887219043527,False
92,9212,839,0.00010691937871047838,False
73,7344,839,0.00010691937871047838,False
44,4402,838,0.00010679194202548377,False
59,5906,836,0.00010653706865549455,False
42,4220,833,0.00010615475860051071,False
15,1506,832,0.0001060273219155161,False
71,7114,831,0.00010589988523052149,False
39,3903,829,0.00010564501186053227,False
63,6325,816,0.00010398833495560234,False
9,903,812,0.00010347858821562389,False
30,3009,809,0.00010309627816064006,False
25,2507,808,0.00010296884147564545,False
8,817,806,0.00010271396810565623,False
14,1415,804,0.000102459094735667,False
9,905,801,0.00010207678468068317,False
17,1701,799,0.00010182191131069395,False
35,3506,786,0.000100165234405764,False
36,3636,785,0.0001000377977207694,False
45,4508,784,9.991036103577479e-05,False
63,6317,784,9.991036103577479e-05,False
73,7358,777,9.901830424081252e-05,False
74,7402,767,9.774393739086642e-05,False
74,7404,764,9.736162733588257e-05,False
73,7359,763,9.723419065088796e-05,False
51,5121,758,9.659700722591492e-05,False
34,3402,755,9.621469717093108e-05,False
51,5127,746,9.506776700597958e-05,False
30,3002,745,9.494033032098497e-05,False
55,5559,742,9.455802026600114e-05,False
40,4004,737,9.392083684102808e-05,False
55,5555,736,9.379340015603347e-05,False
56,5604,732,9.328365341605504e-05,False
33,3314,732,9.328365341605504e-05,False
75,7503,725,9.239159662109276e-05,False
29,2921,718,9.149953982613048e-05,False
27,2709,716,9.124466645614126e-05,False
51,5122,715,9.111722977114665e-05,True
4,407,714,9.098979308615204e-05,False
9,911,712,9.073491971616282e-05,False
21,2103,711,9.060748303116821e-05,False
56,5613,710,9.04800463461736e-05,False
18,1827,697,8.882336944124366e-05,False
31,3111,688,8.767643927629216e-05,False
70,7002,687,8.754900259129755e-05,False
51,5134,685,8.729412922130833e-05,False
63,6321,684,8.716669253631372e-05,False
25,2508,679,8.652950911134066e-05,False
60,6012,678,8.640207242634605e-05,False
58,5837,676,8.614719905635683e-05,False
26,2608,672,8.56374523163784e-05,False
40,4005,669,8.525514226139456e-05,False
60,6007,667,8.500026889140534e-05,False
16,1601,666,8.487283220641073e-05,False
63,6318,665,8.474539552141612e-05,False
33,3313,654,8.33435919864754e-05,False
5,517,652,8.308871861648618e-05,False
8,821,644,8.20692251365293e-05,False
30,3007,633,8.066742160158858e-05,False
8,835,633,8.066742160158858e-05,False
22,2210,632,8.053998491659397e-05,False
15,1504,628,8.003023817661552e-05,False
31,3110,622,7.926561806664785e-05,False
20,2002,621,7.913818138165324e-05,False
35,3508,610,7.773637784671253e-05,False
33,3325,605,7.709919442173948e-05,False
21,2112,599,7.633457431177181e-05,False
71,7107,595,7.582482757179337e-05,False
8,830,594,7.569739088679876e-05,False
21,2114,589,7.50602074618257e-05,False
18,1835,588,7.49327707768311e-05,False
64,6406,578,7.365840392688499e-05,False
51,5129,570,7.26389104469281e-05,False
18,1898,570,7.26389104469281e-05,False
2,214,557,7.098223354199816e-05,False
51,5123,556,7.085479685700356e-05,False
26,2604,553,7.047248680201971e-05,False
32,3203,553,7.047248680201971e-05,True
72,7209,545,6.945299332206284e-05,False
63,6332,541,6.894324658208439e-05,False
25,2503,540,6.881580989708978e-05,False
17,1726,534,6.805118978712211e-05,True
57,5703,534,6.805118978712211e-05,False
58,5811,524,6.6776822937176e-05,False
36,3625,521,6.639451288219218e-05,False
64,6407,521,6.639451288219218e-05,False
58,5810,515,6.56298927722245e-05,False
29,2905,515,6.56298927722245e-05,False
21,2111,514,6.55024560872299e-05,False
3,310,514,6.55024560872299e-05,False
8,816,513,6.537501940223529e-05,False
7,709,509,6.486527266225685e-05,False
56,5621,506,6.448296260727301e-05,False
21,2113,504,6.422808923728379e-05,False
55,5562,500,6.371834249730535e-05,False
63,6330,497,6.333603244232153e-05,False
58,5834,496,6.32085957573269e-05,False
26,2613,496,6.32085957573269e-05,False
33,3301,492,6.269884901734847e-05,False
55,5561,488,6.218910227737003e-05,False
37,3704,486,6.19342289073808e-05,False
5,520,480,6.116960879741314e-05,False
29,2930,479,6.104217211241853e-05,False
55,5557,477,6.0787298742429306e-05,False
5,518,475,6.053242537244008e-05,False
45,4514,471,6.002267863246164e-05,False
97,9707,470,5.989524194746703e-05,False
95,9518,469,5.976780526247242e-05,False
4,412,467,5.95129318924832e-05,False
63,6399,462,5.8875748467510146e-05,False
8,822,461,5.874831178251554e-05,False
14,1405,458,5.83660017275317e-05,False
21,2116,449,5.7219071562580205e-05,False
59,5910,445,5.670932482260176e-05,False
18,1802,444,5.658188813760715e-05,False
54,5402,435,5.5434957972655654e-05,False
32,3204,435,5.5434957972655654e-05,False
11,1102,433,5.5180084602666436e-05,False
24,2415,433,5.5180084602666436e-05,False
97,9716,432,5.5052647917671826e-05,False
28,2801,428,5.454290117769338e-05,False
17,1709,423,5.390571775272033e-05,False
19,1904,423,5.390571775272033e-05,False
36,3614,422,5.377828106772572e-05,False
73,7307,417,5.314109764275266e-05,False
26,2632,416,5.301366095775805e-05,False
57,5706,409,5.212160416279578e-05,False
74,7407,405,5.1611857422817335e-05,False
18,1829,403,5.1356984052828116e-05,False
3,303,401,5.110211068283889e-05,False
53,5309,396,5.046492725786584e-05,False
63,6309,391,4.9827743832892784e-05,False
24,2406,391,4.9827743832892784e-05,False
6,607,383,4.8808250352935896e-05,False
96,9639,378,4.817106692796284e-05,False
47,4705,373,4.753388350298979e-05,False
27,2712,373,4.753388350298979e-05,False
33,3351,365,4.651439002303291e-05,False
30,3006,364,4.638695333803829e-05,False
92,9208,362,4.6132079968049074e-05,False
26,2611,360,4.5877206598059855e-05,False
64,6410,353,4.498514980309758e-05,False
40,4001,349,4.447540306311913e-05,False
44,4407,346,4.4093093008135305e-05,False
45,4513,346,4.4093093008135305e-05,False
14,1410,345,4.3965656323140696e-05,False
99,9901,344,4.383821963814608e-05,False
17,1704,341,4.345590958316225e-05,False
3,304,337,4.294616284318381e-05,False
33,3319,336,4.28187261581892e-05,False
11,1111,336,4.28187261581892e-05,False
33,3311,332,4.2308979418210754e-05,False
18,1831,330,4.205410604822153e-05,False
46,4606,328,4.179923267823231e-05,False
29,2924,324,4.1289485938253866e-05,False
58,5826,322,4.103461256826465e-05,False
22,2207,320,4.077973919827542e-05,False
99,9902,314,4.001511908830776e-05,False
51,5119,313,3.988768240331315e-05,False
9,910,311,3.9632809033323925e-05,False
26,2607,310,3.9505372348329316e-05,False
44,4401,310,3.9505372348329316e-05,True
45,4516,309,3.9377935663334707e-05,False
36,3638,306,3.899562560835087e-05,False
97,9748,299,3.81035688133886e-05,False
63,6324,296,3.7721258758404765e-05,False
4,415,296,3.7721258758404765e-05,False
9,916,295,3.7593822073410156e-05,False
13,1305,292,3.721151201842633e-05,False
1,104,292,3.721151201842633e-05,False
11,1112,291,3.708407533343171e-05,False
24,2403,290,3.69566386484371e-05,False
8,815,282,3.5937145168480215e-05,False
62,6202,281,3.5809708483485606e-05,True
36,3633,276,3.517252505851255e-05,False
33,3350,273,3.4790215003528724e-05,False
34,3403,273,3.4790215003528724e-05,False
45,4517,270,3.440790494854489e-05,True
26,2615,269,3.428046826355028e-05,False
55,5560,260,3.313353809859878e-05,False
45,4515,259,3.3006101413604174e-05,False
51,5133,256,3.262379135862034e-05,False
11,1114,255,3.249635467362573e-05,False
58,5830,255,3.249635467362573e-05,False
2,211,252,3.2114044618641895e-05,False
92,9202,247,3.147686119366884e-05,False
8,808,247,3.147686119366884e-05,False
1,103,241,3.071224108370118e-05,False
51,5132,238,3.0329931028717348e-05,False
65,6501,236,3.0075057658728126e-05,False
51,5130,236,3.0075057658728126e-05,False
12,1207,234,2.9820184288738904e-05,False
95,9517,234,2.9820184288738904e-05,False
3,309,234,2.9820184288738904e-05,False
29,2927,231,2.9437874233755073e-05,False
91,9122,231,2.9437874233755073e-05,False
49,4903,231,2.9437874233755073e-05,False
59,5905,224,2.8545817438792798e-05,False
21,2121,223,2.8418380753798185e-05,False
65,6503,222,2.8290944068803576e-05,False
58,5838,221,2.8163507383808966e-05,False
91,9110,220,2.8036070698814354e-05,False
97,9735,219,2.7908634013819744e-05,False
21,2110,217,2.7653760643830522e-05,False
97,9734,217,2.7653760643830522e-05,False
26,2610,213,2.714401390385208e-05,False
70,7005,212,2.701657721885747e-05,False
23,2310,211,2.688914053386286e-05,False
8,829,211,2.688914053386286e-05,False
26,2626,208,2.6506830478879025e-05,False
34,3405,208,2.6506830478879025e-05,False
13,1302,206,2.6251957108889803e-05,False
65,6502,205,2.6124520423895194e-05,False
25,2501,204,2.5997083738900585e-05,False
58,5825,204,2.5997083738900585e-05,False
3,307,202,2.5742210368911363e-05,False
7,702,200,2.548733699892214e-05,False
18,1854,199,2.535990031392753e-05,False
96,9631,199,2.535990031392753e-05,False
9,906,198,2.523246362893292e-05,False
91,9109,190,2.4212970148976034e-05,False
50,5001,189,2.408553346398142e-05,False
58,5899,189,2.408553346398142e-05,False
58,5822,189,2.408553346398142e-05,False
75,7504,187,2.3830660093992203e-05,False
17,1708,187,2.3830660093992203e-05,False
78,7802,182,2.3193476669019146e-05,False
97,9732,182,2.3193476669019146e-05,False
97,9736,182,2.3193476669019146e-05,False
73,7312,180,2.2938603299029928e-05,False
51,5131,179,2.2811166614035315e-05,False
57,5709,176,2.2428856559051484e-05,False
92,9215,174,2.2173983189062262e-05,False
34,3406,172,2.191910981907304e-05,False
18,1841,172,2.191910981907304e-05,False
50,5002,170,2.166423644908382e-05,False
34,3499,170,2.166423644908382e-05,False
6,605,168,2.14093630790946e-05,False
19,1910,168,2.14093630790946e-05,False
97,9717,166,2.1154489709105377e-05,False
33,3317,164,2.0899616339116155e-05,False
10,1006,164,2.0899616339116155e-05,False
55,5566,160,2.038986959913771e-05,False
12,1203,159,2.0262432914143102e-05,False
75,7507,159,2.0262432914143102e-05,False
91,9115,156,1.988012285915927e-05,True
45,4512,156,1.988012285915927e-05,False
18,1813,154,1.962524948917005e-05,False
17,1710,152,1.9370376119180827e-05,False
26,2631,151,1.9242939434186217e-05,False
71,7112,150,1.9115502749191605e-05,False
72,7212,150,1.9115502749191605e-05,False
79,7901,144,1.8350882639223942e-05,False
97,9745,143,1.822344595422933e-05,False
14,1417,142,1.809600926923472e-05,False
7,703,141,1.7968572584240107e-05,False
24,2410,141,1.7968572584240107e-05,False
11,1113,140,1.7841135899245498e-05,False
71,7106,140,1.7841135899245498e-05,False
42,4230,136,1.7331389159267054e-05,False
75,7515,135,1.7203952474272445e-05,False
71,7110,133,1.6949079104283223e-05,False
97,9731,132,1.6821642419288614e-05,False
97,9771,129,1.6439332364304782e-05,False
53,5329,126,1.6057022309320948e-05,False
56,5612,126,1.6057022309320948e-05,False
47,4704,126,1.6057022309320948e-05,False
63,6308,125,1.592958562432634e-05,False
26,2635,125,1.592958562432634e-05,False
47,4701,124,1.5802148939331726e-05,False
3,308,124,1.5802148939331726e-05,False
18,1842,124,1.5802148939331726e-05,False
71,7102,121,1.5419838884347894e-05,False
97,9744,119,1.5164965514358674e-05,False
17,1706,119,1.5164965514358674e-05,False
25,2505,118,1.5037528829364063e-05,False
6,603,117,1.4910092144369452e-05,False
58,5807,114,1.452778208938562e-05,False
18,1837,112,1.4272908719396399e-05,False
49,4902,111,1.4145472034401788e-05,False
4,422,111,1.4145472034401788e-05,False
35,3507,111,1.4145472034401788e-05,False
4,423,110,1.4018035349407177e-05,False
81,8115,110,1.4018035349407177e-05,False
97,9770,110,1.4018035349407177e-05,False
51,5106,108,1.3763161979417957e-05,False
73,7329,106,1.3508288609428735e-05,False
21,2109,104,1.3253415239439513e-05,False
56,5619,104,1.3253415239439513e-05,True
97,9709,103,1.3125978554444902e-05,False
97,9785,102,1.2998541869450292e-05,False
6,608,101,1.2871105184455681e-05,False
91,9127,100,1.274366849946107e-05,False
92,9214,100,1.274366849946107e-05,False
56,5618,100,1.274366849946107e-05,False
67,6703,99,1.261623181446646e-05,False
27,2715,95,1.2106485074488017e-05,False
1,105,94,1.1979048389493406e-05,False
15,1505,93,1.1851611704498795e-05,False
18,1823,92,1.1724175019504184e-05,False
26,2621,90,1.1469301649514964e-05,False
73,7311,89,1.1341864964520353e-05,False
26,2612,87,1.1086991594531131e-05,False
73,7310,87,1.1086991594531131e-05,False
3,399,86,1.095955490953652e-05,False
2,210,84,1.07046815395473e-05,False
97,9713,82,1.0449808169558078e-05,False
9,915,82,1.0449808169558078e-05,False
49,4904,81,1.0322371484563467e-05,False
73,7303,81,1.0322371484563467e-05,False
73,7305,80,1.0194934799568856e-05,False
97,9701,79,1.0067498114574246e-05,False
17,1719,78,9.940061429579635e-06,False
47,4706,76,9.685188059590413e-06,False
73,7315,76,9.685188059590413e-06,False
29,2922,75,9.557751374595802e-06,False
79,7902,74,9.430314689601191e-06,False
91,9131,73,9.302878004606582e-06,False
73,7361,73,9.302878004606582e-06,False
17,1721,72,9.175441319611971e-06,False
32,3201,72,9.175441319611971e-06,False
33,3399,72,9.175441319611971e-06,False
33,3321,71,9.04800463461736e-06,False
75,7533,70,8.920567949622749e-06,False
67,6708,69,8.793131264628138e-06,False
96,9632,69,8.793131264628138e-06,False
11,1110,68,8.665694579633527e-06,False
91,9132,68,8.665694579633527e-06,False
73,7319,67,8.538257894638918e-06,False
63,6326,67,8.538257894638918e-06,False
12,1202,67,8.538257894638918e-06,False
56,5699,67,8.538257894638918e-06,False
19,1906,65,8.283384524649696e-06,False
91,9120,64,8.155947839655085e-06,False
74,7405,63,8.028511154660474e-06,False
64,6402,63,8.028511154660474e-06,False
18,1822,62,7.901074469665863e-06,False
97,9768,61,7.773637784671254e-06,False
97,9730,61,7.773637784671254e-06,False
92,9207,60,7.646201099676643e-06,False
92,9206,59,7.5187644146820316e-06,False
45,4510,57,7.26389104469281e-06,False
36,3613,55,7.0090176747035884e-06,False
5,521,55,7.0090176747035884e-06,False
70,7004,54,6.881580989708978e-06,False
97,9763,54,6.881580989708978e-06,False
67,6705,54,6.881580989708978e-06,False
97,9711,54,6.881580989708978e-06,False
20,2035,53,6.754144304714367e-06,False
97,9786,51,6.499270934725146e-06,False
91,9128,51,6.499270934725146e-06,False
91,9121,51,6.499270934725146e-06,False
17,1712,50,6.371834249730535e-06,False
73,7326,50,6.371834249730535e-06,False
63,6333,49,6.244397564735924e-06,False
44,4405,49,6.244397564735924e-06,False
62,6203,48,6.116960879741314e-06,False
92,9213,48,6.116960879741314e-06,False
95,9519,46,5.862087509752092e-06,False
22,2204,46,5.862087509752092e-06,False
2,208,44,5.607214139762871e-06,False
18,1836,43,5.47977745476826e-06,False
34,3404,43,5.47977745476826e-06,False
91,9103,43,5.47977745476826e-06,False
91,9108,42,5.35234076977365e-06,False
51,5199,40,5.097467399784428e-06,False
91,9129,39,4.970030714789818e-06,False
97,9746,38,4.842594029795207e-06,False
16,1605,38,4.842594029795207e-06,False
64,6499,38,4.842594029795207e-06,False
14,1414,38,4.842594029795207e-06,False
31,3107,38,4.842594029795207e-06,False
91,9134,37,4.715157344800596e-06,False
24,2401,37,4.715157344800596e-06,False
9,958,36,4.5877206598059855e-06,False
79,7903,36,4.5877206598059855e-06,False
81,8105,36,4.5877206598059855e-06,False
21,2122,36,4.5877206598059855e-06,False
67,6704,36,4.5877206598059855e-06,False
5,522,36,4.5877206598059855e-06,False
22,2214,36,4.5877206598059855e-06,False
63,6340,35,4.4602839748113745e-06,False
73,7316,35,4.4602839748113745e-06,False
74,7409,34,4.3328472898167635e-06,False
92,9209,34,4.3328472898167635e-06,False
91,9116,34,4.3328472898167635e-06,False
97,9705,34,4.3328472898167635e-06,False
97,9724,34,4.3328472898167635e-06,False
73,7345,33,4.205410604822153e-06,False
67,6706,33,4.205410604822153e-06,False
22,2205,33,4.205410604822153e-06,False
97,9727,32,4.077973919827542e-06,False
49,4905,30,3.823100549838321e-06,False
67,6702,30,3.823100549838321e-06,False
36,3699,30,3.823100549838321e-06,False
31,3105,29,3.6956638648437103e-06,False
27,2711,29,3.6956638648437103e-06,False
73,7314,28,3.5682271798490997e-06,False
17,1707,27,3.440790494854489e-06,False
37,3710,27,3.440790494854489e-06,False
30,3011,27,3.440790494854489e-06,False
97,9706,26,3.313353809859878e-06,False
72,7211,26,3.313353809859878e-06,False
72,7210,26,3.313353809859878e-06,False
74,7408,26,3.313353809859878e-06,False
69,6909,26,3.313353809859878e-06,False
97,9712,25,3.1859171248652676e-06,False
69,6903,25,3.1859171248652676e-06,False
97,9762,25,3.1859171248652676e-06,False
97,9728,24,3.058480439870657e-06,False
63,6329,23,2.931043754876046e-06,False
73,7318,23,2.931043754876046e-06,False
91,9106,23,2.931043754876046e-06,False
97,9742,23,2.931043754876046e-06,False
97,9743,22,2.8036070698814355e-06,False
73,7325,22,2.8036070698814355e-06,False
91,9107,21,2.676170384886825e-06,False
2,209,21,2.676170384886825e-06,False
72,7215,21,2.676170384886825e-06,False
8,837,21,2.676170384886825e-06,False
98,9801,21,2.676170384886825e-06,False
27,2718,21,2.676170384886825e-06,False
97,9720,21,2.676170384886825e-06,False
6,606,20,2.548733699892214e-06,False
44,4406,20,2.548733699892214e-06,False
55,5564,19,2.4212970148976033e-06,False
10,1008,19,2.4212970148976033e-06,False
