,n_lineas,n_compras,n_devoluciones,n_descuentos,n_visitas,gasto_total,ticket_promedio,dias_ultima_compra,antiguedad_dias,n_categorias_distintas,n_marcas_distintas,n_companias_distintas,n_compras_categoria,gasto_categoria,n_compras_categoria_30d,n_compras_categoria_60d,n_compras_categoria_90d,n_compras_categoria_180d,n_compras_compania,gasto_compania,n_compras_compania_30d,n_compras_compania_60d,n_compras_compania_90d,n_compras_compania_180d,n_compras_marca,gasto_marca,n_compras_marca_30d,n_compras_marca_60d,n_compras_marca_90d,n_compras_marca_180d,n_compras_producto,gasto_producto,dias_ultima_compra_categoria,nunca_compro_categoria,nunca_compro_compania,nunca_compro_marca,nunca_compro_producto,repeater
n_marcas_distintas,0.8984363731077067,0.9023065098727296,0.1440482877224285,0.30343469956513663,0.5929600195838853,0.8669538401404191,0.4861398771583909,-0.34536919586411685,0.33967050824513195,0.9692739402279359,1.0,0.9732378425253873,0.1583658792049757,0.1674370242381213,0.13903240543746026,0.14278961860799058,0.1475873582728199,0.16226536588986717,0.2815264172485554,0.2806661044860317,0.14474305616360328,0.18462844857710617,0.21155641747739345,0.24872798030314155,0.25954718913506375,0.25574550010854297,0.14697014888112084,0.18638443704249597,0.2084673884153035,0.2399902985906183,0.13662660233106788,0.13706176581739365,-0.16873575371297483,-0.08346476084457832,-0.2452878479358587,-0.23726943279132648,-0.13199879347818097,0.02224478620567826
n_companias_distintas,0.8773681674714319,0.8780765988990866,0.1602686271355487,0.330530499550981,0.5669017793508058,0.8557846189562144,0.5008962271352058,-0.32808975108033345,0.33785819566807074,0.9413570730056484,0.9732378425253873,1.0,0.1370158937434504,0.14719194367260705,0.11792855979459287,0.12292127986604331,0.12953600506028054,0.14624686468765763,0.2902101760140925,0.28995906828642576,0.14265100891408755,0.18476799281529258,0.2124704114519854,0.2523305841052164,0.2661925445035733,0.26161534252810364,0.14657945438485417,0.18666963932379854,0.208410010873205,0.2416631004051576,0.1209445440675519,0.12146990672548824,-0.15364611455872673,-0.07010247837073467,-0.25386207599223987,-0.24297670131263904,-0.11677929540954991,0.015976099902049717
n_compras_categoria,0.15374108278657475,0.15922779957601543,-0.05485377512710193,-0.10889728962626578,0.10680294381822926,0.1378118839743202,0.05295943920746585,-0.0673442216096559,0.14025627119685746,0.14475773948540505,0.1583658792049757,0.1370158937434504,1.0,0.9917076379272384,0.6348492498774146,0.7528829258938906,0.8137138871001758,0.8966355804605407,-0.03326178333997853,-0.0018986513533157678,0.07449109623384424,0.05849364936564638,0.044376552426912116,0.01987524804542208,0.07578293333627692,0.08634617355695443,0.10935009267780658,0.11356539842294754,0.11732442996886204,0.11505975309308883,0.4277426466078478,0.427153858266837,-0.6397444862908256,-0.9066896506105395,0.03888115942204176,-0.08627815938882545,-0.4186667895667251,0.16413073791074126
gasto_categoria,0.1591326401415492,0.16480121561625377,-0.05159817578665103,-0.11418728903655548,0.10767061957551642,0.1528267061267345,0.07330089558907926,-0.06658847101354741,0.14719445548832827,0.1511019270606172,0.1674370242381213,0.14719194367260705,0.9917076379272384,1.0,0.627755107170134,0.7462852035484968,0.8075294753557622,0.8917243764595729,-0.021533302801404974,0.014909734723047944,0.08186835232258131,0.06750905980987691,0.054603673462163854,0.03170726671125121,0.09505290229651661,0.10844552635347453,0.12033306299334298,0.1274725324464354,0.13292060001742714,0.13293961700967943,0.4416429105717515,0.44328346826814347,-0.6225989336726402,-0.9051366306168644,0.028592027807789862,-0.10472142683435094,-0.43290377054656726,0.1610895922673589
n_compras_categoria_30d,0.14664607542656888,0.1513580148557467,-0.04413317313148798,-0.09126046912923791,0.1055960824168149,0.14048705820066382,0.06727454871313528,-0.11609363744421303,0.14710885422866543,0.1244131938308543,0.13903240543746026,0.11792855979459287,0.6348492498774146,0.627755107170134,1.0,0.8435692329458506,0.780551034127804,0.7071611345778456,0.01740819067448132,0.041728756861964776,0.23978143807885896,0.17024457703557222,0.13489453800769963,0.08712542170203183,0.1119977959231377,0.1221628465362008,0.24910026426251425,0.20397369881331875,0.18824845695676892,0.1636132539680662,0.4036092041330996,0.40252710016470217,-0.8460918522276842,-0.4749617166485168,-0.03470201534169413,-0.1449872214367486,-0.3990792670200673,0.16394261039674332
n_compras_categoria_60d,0.14488074471605855,0.14976754354226401,-0.04909066374346002,-0.11365363528893191,0.0964141252923385,0.1389661698465031,0.07460216492251036,-0.09064459783095928,0.15668635270664913,0.12690334440206633,0.14278961860799058,0.12292127986604331,0.7528829258938906,0.7462852035484968,0.8435692329458506,1.0,0.9252429251297511,0.8399482103553092,0.006536793133206069,0.03425439754182324,0.17412810196212228,0.16507279482585469,0.12815576058578174,0.07937547231280731,0.09984237184409152,0.11088704341874875,0.18760586040251073,0.1926703303481988,0.17755528089116532,0.15421105979654873,0.41620081018028415,0.415562714038221,-0.8676640817028556,-0.5845472569929728,-0.01641313799413327,-0.12716960980515812,-0.4091221886201282,0.16385952315118538
n_compras_categoria_90d,0.14582846805730673,0.15104154550471624,-0.05079473247433514,-0.12384579899445382,0.09347564430158883,0.14016431102817997,0.07909595759118863,-0.07954181227413344,0.1553540010199099,0.13073760494564568,0.1475873582728199,0.12953600506028054,0.8137138871001758,0.8075294753557622,0.780551034127804,0.9252429251297511,1.0,0.9083884647989594,0.007274284415292952,0.036371093797337564,0.14943239359370142,0.13928096237240262,0.12909265693738758,0.08110958423416595,0.09160143514839696,0.1029539336961747,0.16500080925376506,0.17012478127481126,0.17089753535156957,0.14757446420665277,0.42031374600207544,0.41985557340342966,-0.8518306855609769,-0.6496228370537968,-0.011991717331055222,-0.11446682429897463,-0.41199482096076084,0.15961290363499517
n_compras_categoria_180d,0.1577564197551866,0.16301480743538824,-0.04625979339542573,-0.1272598710399201,0.1013045527614657,0.15041226755961204,0.08392357210651613,-0.07093793477442882,0.16080644235817726,0.1453884459942747,0.16226536588986717,0.14624686468765763,0.8966355804605407,0.8917243764595729,0.7071611345778456,0.8399482103553092,0.9083884647989594,1.0,0.01068136114016881,0.04105109084418885,0.11949260522568281,0.11019014504301487,0.09936539299147977,0.08017418363908733,0.08914586468949108,0.10067669674019415,0.1373304290566618,0.14357965502865705,0.1459760031168874,0.14324294682017366,0.42740970990339266,0.4272119288401012,-0.7901573089392635,-0.7500831383320146,-0.009774594170783617,-0.10595446119876821,-0.4178169015200357,0.15256966099458796
n_compras_compania,0.3141046096826944,0.31052977589759284,0.07702794369764124,0.20900606978142292,0.17968226590152397,0.2978864777201259,0.20734549469642993,-0.11191731620805427,0.02847843469677725,0.29263624980435876,0.2815264172485554,0.2902101760140925,-0.03326178333997853,-0.021533302801404974,0.01740819067448132,0.006536793133206069,0.007274284415292952,0.01068136114016881,1.0,0.9821378969034796,0.5352760149799405,0.6845909924165456,0.7717020881657214,0.8903040367441705,0.6469337458431453,0.6464454775117978,0.40038948662038903,0.49466089734877333,0.5342738569855382,0.5963252744004544,0.39306835291857195,0.39095410977050143,-0.08186869039864836,0.03661561189508138,-0.9101035509532992,-0.6084674323032094,-0.38166541118183606,-0.009414798834946935
gasto_compania,0.3089235230564924,0.3058090147121748,0.07353799133746997,0.19299053076559558,0.17834083145871282,0.30617268327641756,0.21909218970346425,-0.11102030443067812,0.05458088121332648,0.2876659587437842,0.2806661044860317,0.28995906828642576,-0.0018986513533157678,0.014909734723047944,0.041728756861964776,0.03425439754182324,0.036371093797337564,0.04105109084418885,0.9821378969034796,1.0,0.5363486153085163,0.6806205578904909,0.7638714676399634,0.878389029590969,0.6718279828530087,0.682889822970954,0.4163094282177379,0.5144415961378745,0.5563384266730922,0.6214318063970632,0.4277762911858993,0.42996001007441326,-0.10091439211074696,0.012045730108047496,-0.9071982675791778,-0.6431140840183827,-0.4168915653493714,0.0060239265899376965
n_compras_compania_30d,0.17484388442288948,0.17464256779262405,0.03281249924158135,0.0754505436477494,0.10232334789652504,0.16705617257967034,0.10887516702861202,-0.1139992731314853,-0.015363164590641003,0.1453544276259792,0.14474305616360328,0.14265100891408755,0.07449109623384424,0.08186835232258131,0.23978143807885896,0.17412810196212228,0.14943239359370142,0.11949260522568281,0.5352760149799405,0.5363486153085163,1.0,0.7966614829282905,0.7110029564658015,0.6132080212162652,0.4438953660464944,0.448321593954059,0.6789596408109474,0.5845106954880023,0.5445705748637026,0.49449656650822704,0.40679524960740754,0.4044149604304985,-0.2661383381986078,-0.069099073299483,-0.43940103100235417,-0.421516501882873,-0.4018448349792082,0.08258500648399428
n_compras_compania_60d,0.21534698605759234,0.2141917795254783,0.045680027617483424,0.11107500224838981,0.12111515852018691,0.203428833718203,0.13996185917491166,-0.11234345044220034,-0.011767108133826915,0.1872044545429769,0.18462844857710617,0.18476799281529258,0.05849364936564638,0.06750905980987691,0.17024457703557222,0.16507279482585469,0.13928096237240262,0.11019014504301487,0.6845909924165456,0.6806205578904909,0.7966614829282905,1.0,0.8941567301647766,0.7772096429687297,0.5250352928881975,0.5300212099421284,0.5679588979543958,0.6779794208264677,0.633364000564519,0.5804497991912647,0.4328866651902293,0.4307329252045209,-0.23537195402419941,-0.04741764414888358,-0.5678738522320277,-0.49032416785596566,-0.42398553233511643,0.06831567927462172
n_compras_compania_90d,0.24170977039329913,0.2399550330903853,0.05113820371934292,0.13521098955457614,0.13456769825915624,0.2275840921935262,0.15907139651607222,-0.1141211764706101,-0.014510377481384923,0.2157973843053073,0.21155641747739345,0.2124704114519854,0.044376552426912116,0.054603673462163854,0.13489453800769963,0.12815576058578174,0.12909265693738758,0.09936539299147977,0.7717020881657214,0.7638714676399634,0.7110029564658015,0.8941567301647766,1.0,0.8726940010706812,0.5628289700321618,0.5674455363175219,0.5231906942300919,0.6283443968636899,0.6740195894334492,0.6197591266612593,0.43768307698403874,0.4358756015091987,-0.20817230303355258,-0.03215285703967421,-0.6503793173069349,-0.5219776564708912,-0.42721707670008113,0.052221729641238376
n_compras_compania_180d,0.2750919923331784,0.2732088525798767,0.06433937788354338,0.1614271354492718,0.15294064852711603,0.26032837729218694,0.18512806367736875,-0.11189894662108314,-0.009130384508077447,0.25285949187934803,0.24872798030314155,0.2523305841052164,0.01987524804542208,0.03170726671125121,0.08712542170203183,0.07937547231280731,0.08110958423416595,0.08017418363908733,0.8903040367441705,0.878389029590969,0.6132080212162652,0.7772096429687297,0.8726940010706812,1.0,0.6228426939743406,0.6267341082796273,0.4688924899025502,0.5714394864756935,0.6139381782186591,0.6790189437709979,0.4474375892472033,0.4461588695101454,-0.16454366781429314,-0.005019959355105922,-0.7757203080357715,-0.5798930816191487,-0.4364170600273692,0.025272334438392448
n_compras_marca,0.2650241240475861,0.26523019874072734,0.1080111366325132,0.1357040617120326,0.17753602952420489,0.2580310038109089,0.15038398705003853,-0.14924764302659022,0.030032898532417095,0.23826497549435224,0.25954718913506375,0.2661925445035733,0.07578293333627692,0.09505290229651661,0.1119977959231377,0.09984237184409152,0.09160143514839696,0.08914586468949108,0.6469337458431453,0.6718279828530087,0.4438953660464944,0.5250352928881975,0.5628289700321618,0.6228426939743406,1.0,0.9942461496080416,0.6144633919507198,0.7500001655671314,0.8160746524317599,0.9157946232224128,0.507165086925917,0.5053864356506891,-0.1354835279393522,-0.049826654458670176,-0.574068585476179,-0.9606395503068796,-0.49846349181632604,0.0409355042387403
gasto_marca,0.26007735156146694,0.26060532650029544,0.10248581896573249,0.12404330954152858,0.1743513360707734,0.2597523521132134,0.1560497495789862,-0.14576158784720494,0.036968159031575895,0.2333739408121046,0.25574550010854297,0.26161534252810364,0.08634617355695443,0.10844552635347453,0.1221628465362008,0.11088704341874875,0.1029539336961747,0.10067669674019415,0.6464454775117978,0.682889822970954,0.448321593954059,0.5300212099421284,0.5674455363175219,0.6267341082796273,0.9942461496080416,1.0,0.6158084366022443,0.7512948377263121,0.8165981155061963,0.9145529562114825,0.5258275862687757,0.5275787325844465,-0.1440481456270223,-0.05780190434407533,-0.578192476429767,-0.9591937488428319,-0.5170171646955505,0.04992923782836516
n_compras_marca_30d,0.15979744049471464,0.16179077685392113,0.04403840069168656,0.05167815540109621,0.10579131460896976,0.15283296574070634,0.08694123621025929,-0.13284470507828844,-0.05392982922610532,0.13034395532864668,0.14697014888112084,0.14657945438485417,0.10935009267780658,0.12033306299334298,0.24910026426251425,0.18760586040251073,0.16500080925376506,0.1373304290566618,0.40038948662038903,0.4163094282177379,0.6789596408109474,0.5679588979543958,0.5231906942300919,0.4688924899025502,0.6144633919507198,0.6158084366022443,1.0,0.8347452120807529,0.7712789380317082,0.6854535086430308,0.442097303023005,0.43986295723485785,-0.24821657881185383,-0.10219540981006937,-0.341489053393623,-0.5585709813739994,-0.4365002957081843,0.08843426252021225
n_compras_marca_60d,0.19567329629740765,0.19784147495546228,0.05924363369468709,0.06869759587085704,0.1246593023807517,0.18671373000356148,0.11224598913703517,-0.1333165710493594,-0.03714855886138597,0.16551279733976496,0.18638443704249597,0.18666963932379854,0.11356539842294754,0.1274725324464354,0.20397369881331875,0.1926703303481988,0.17012478127481126,0.14357965502865705,0.49466089734877333,0.5144415961378745,0.5845106954880023,0.6779794208264677,0.6283443968636899,0.5714394864756935,0.7500001655671314,0.7512948377263121,0.8347452120807529,1.0,0.9271552964387745,0.8300044912602761,0.49591439093595335,0.4938811830408341,-0.23158416555846772,-0.09575407389777489,-0.4173395216232211,-0.6821296273331843,-0.48659823247534895,0.08510130946164682
n_compras_marca_90d,0.21662949381874635,0.21873745219060536,0.0670699386569862,0.07766032876362611,0.13952729068847328,0.2081427071933021,0.124673815809483,-0.139364274249029,-0.02327255249620444,0.18665355926502916,0.2084673884153035,0.208410010873205,0.11732442996886204,0.13292060001742714,0.18824845695676892,0.17755528089116532,0.17089753535156957,0.1459760031168874,0.5342738569855382,0.5563384266730922,0.5445705748637026,0.633364000564519,0.6740195894334492,0.6139381782186591,0.8160746524317599,0.8165981155061963,0.7712789380317082,0.9271552964387745,1.0,0.8987894248871171,0.5155633056699899,0.513888936152556,-0.21892689575825966,-0.09320952632319159,-0.4525822634827128,-0.7468897173700565,-0.5051485561105206,0.08088908409588468
n_compras_marca_180d,0.24481724358713453,0.24633027119294637,0.08844070405536453,0.10107459500721344,0.15934130748212516,0.23696347475936286,0.14180988795004665,-0.14523709028695164,-0.0038204673716513526,0.21723922341274304,0.2399902985906183,0.2416631004051576,0.11505975309308883,0.13293961700967943,0.1636132539680662,0.15421105979654873,0.14757446420665277,0.14324294682017366,0.5963252744004544,0.6214318063970632,0.49449656650822704,0.5804497991912647,0.6197591266612593,0.6790189437709979,0.9157946232224128,0.9145529562114825,0.6854535086430308,0.8300044912602761,0.8987894248871171,1.0,0.5379860422240206,0.5369070667956327,-0.19630994192398873,-0.08232890793918121,-0.5129588239829033,-0.8543856717340653,-0.527947106577451,0.06554365539732153
n_compras_producto,0.14212434747228442,0.14467103052044192,0.0017618484040281095,-0.005607535008499664,0.10932714246692637,0.13544662873747834,0.05883223126442093,-0.08443967251219361,0.0834752721900462,0.12055784654233057,0.13662660233106788,0.1209445440675519,0.4277426466078478,0.4416429105717515,0.4036092041330996,0.41620081018028415,0.42031374600207544,0.42740970990339266,0.39306835291857195,0.4277762911858993,0.40679524960740754,0.4328866651902293,0.43768307698403874,0.4474375892472033,0.507165086925917,0.5258275862687757,0.442097303023005,0.49591439093595335,0.5155633056699899,0.5379860422240206,1.0,0.9978228604554508,-0.27593568316412853,-0.3916402346786142,-0.3957247706198691,-0.5328709213726693,-0.9957217825703917,0.15740822546301952
gasto_producto,0.14207021450942814,0.14473881964644897,0.000849060226321037,-0.008602007268403478,0.10879940430768664,0.1371403181024907,0.061753732698516924,-0.08348448451987904,0.08570146152181571,0.1204222704584838,0.13706176581739365,0.12146990672548824,0.427153858266837,0.44328346826814347,0.40252710016470217,0.415562714038221,0.41985557340342966,0.4272119288401012,0.39095410977050143,0.42996001007441326,0.4044149604304985,0.4307329252045209,0.4358756015091987,0.4461588695101454,0.5053864356506891,0.5275787325844465,0.43986295723485785,0.4938811830408341,0.513888936152556,0.5369070667956327,0.9978228604554508,1.0,-0.27481579263760625,-0.3909415901322369,-0.39510393423805595,-0.5319593583919919,-0.9942113576491175,0.15850814855158515
dias_ultima_compra_categoria,-0.18717537340763846,-0.19108067330073106,0.02413031462743052,0.09841989140456935,-0.14133824847275842,-0.1960202779155381,-0.1230753477791524,0.16385338511080888,-0.24976945040224774,-0.1483937142088146,-0.16873575371297483,-0.15364611455872673,-0.6397444862908256,-0.6225989336726402,-0.8460918522276842,-0.8676640817028556,-0.8518306855609769,-0.7901573089392635,-0.08186869039864836,-0.10091439211074696,-0.2661383381986078,-0.23537195402419941,-0.20817230303355258,-0.16454366781429314,-0.1354835279393522,-0.1440481456270223,-0.24821657881185383,-0.23158416555846772,-0.21892689575825966,-0.19630994192398873,-0.27593568316412853,-0.27481579263760625,1.0,,0.10683406636016522,0.17697698198322945,0.26291560420165094,-0.13349075089869517
nunca_compro_categoria,-0.07011323657122741,-0.07399849932232654,0.046709489421009415,0.0824084232276856,-0.03970465714209448,-0.04913169336722778,-0.003033796785844638,0.03534405879148728,-0.003964211812782067,-0.07904688575663302,-0.08346476084457832,-0.07010247837073467,-0.9066896506105395,-0.9051366306168644,-0.4749617166485168,-0.5845472569929728,-0.6496228370537968,-0.7500831383320146,0.03661561189508138,0.012045730108047496,-0.069099073299483,-0.04741764414888358,-0.03215285703967421,-0.005019959355105922,-0.049826654458670176,-0.05780190434407533,-0.10219540981006937,-0.09575407389777489,-0.09320952632319159,-0.08232890793918121,-0.3916402346786142,-0.3909415901322369,,1.0,-0.04028974899425269,0.05900005569289016,0.39332295580359816,-0.12788430410587232
nunca_compro_compania,-0.2684923219960247,-0.2641641368720939,-0.0629568754114338,-0.19540897538259674,-0.16088234597578963,-0.2536985775981053,-0.17465644247753498,0.09974007082032003,-0.059589344992950814,-0.25905271414244674,-0.2452878479358587,-0.25386207599223987,0.03888115942204176,0.028592027807789862,-0.03470201534169413,-0.01641313799413327,-0.011991717331055222,-0.009774594170783617,-0.9101035509532992,-0.9071982675791778,-0.43940103100235417,-0.5678738522320277,-0.6503793173069349,-0.7757203080357715,-0.574068585476179,-0.578192476429767,-0.341489053393623,-0.4173395216232211,-0.4525822634827128,-0.5129588239829033,-0.3957247706198691,-0.39510393423805595,0.10683406636016522,-0.04028974899425269,1.0,0.6061975988368736,0.397425041358773,0.00529554189315635
nunca_compro_marca,-0.23859347255719313,-0.2385467505721792,-0.09458776509889694,-0.12129944976478872,-0.16585807478225972,-0.23462463798655853,-0.13336767415148001,0.14051337553881452,-0.07857976376133148,-0.2180371045968248,-0.23726943279132648,-0.24297670131263904,-0.08627815938882545,-0.10472142683435094,-0.1449872214367486,-0.12716960980515812,-0.11446682429897463,-0.10595446119876821,-0.6084674323032094,-0.6431140840183827,-0.421516501882873,-0.49032416785596566,-0.5219776564708912,-0.5798930816191487,-0.9606395503068796,-0.9591937488428319,-0.5585709813739994,-0.6821296273331843,-0.7468897173700565,-0.8543856717340653,-0.5328709213726693,-0.5319593583919919,0.17697698198322945,0.05900005569289016,0.6061975988368736,1.0,0.5351604541552735,-0.056614579432303726
nunca_compro_producto,-0.1348338012139384,-0.1373669561438478,-0.0012499872339301569,0.006497441898996531,-0.10318764800897172,-0.1279373772562269,-0.055503302010031376,0.08111585686853613,-0.0766055327260479,-0.11593820449594112,-0.13199879347818097,-0.11677929540954991,-0.4186667895667251,-0.43290377054656726,-0.3990792670200673,-0.4091221886201282,-0.41199482096076084,-0.4178169015200357,-0.38166541118183606,-0.4168915653493714,-0.4018448349792082,-0.42398553233511643,-0.42721707670008113,-0.4364170600273692,-0.49846349181632604,-0.5170171646955505,-0.4365002957081843,-0.48659823247534895,-0.5051485561105206,-0.527947106577451,-0.9957217825703917,-0.9942113576491175,0.26291560420165094,0.39332295580359816,0.397425041358773,0.5351604541552735,1.0,-0.15218615000886135
